Year,Medal,Medalist,Entry,Style,Style_Crosswalk,Place
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kristof-farms/"">Kristof Farms</a>",Kristof Farms Orchard Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/little-apple-cidery/"">Little Apple Cidery</a>",Taconic Gold Dry,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Harrison,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Savvy Pomme Still,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/lost-boy-cider/"">Lost Boy Cider</a>",Small Apples,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/michigan-wine-company/"">Michigan Wine Company</a>",Dry Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",Resolution #4,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/northman-cider-co/"">Northman Cider Co.</a>",Northman Pub Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",Humble Farmer,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/paha-cider/"">Paha Cider</a>",Cedar Valley Blend,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/peats-original-cider/"">Peat's Original Cider</a>",The Cultivator,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/phillips-orchards-cider-mill/"">Phillips Orchards & Cider Mill</a>",Northern Spy,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/"">Presque Isle Farm Cider</a>",Gold,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Kingston Blend,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/punta-de-fierro-fine-cider/"">Punta de Fierro Fine Cider</a>",Punta de Fierro Fine Cider 2022,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sage-bird-ciderworks/"">Sage Bird Ciderworks</a>",Hewes Crab Pet Nat,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seek-no-further-cidery/"">Seek-No-Further Cidery</a>",Golden Road,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seek-no-further-cidery/"">Seek-No-Further Cidery</a>",Northern Spy,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-el-gaitero/"">Sidra El Gaitero</a>",Sidra El Gaitero Etiqueta Negra,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Arkansas Black,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Brut Dry Heirloom,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Chisel Jersey,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Wickson Crabapple,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Winesap,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/texas-corners-brewing-company/"">Texas Corners Brewing Company</a>",GoldRush,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/threadbare-cider/"">Threadbare Cider</a>",Allegheny Dry,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/two-k-farms/"">Two K Farms</a>",Russet,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/valas-orchard-cider/"">Vala's Orchard Cider</a>",Autumn Harvest,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Casnovia,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/weidmann-groh/"">Weidmann & Groh</a>",Boskop,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/west-end-cider-house/"">West End Cider House</a>",Kelly's Dry,Heritage Cider - Dry,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/yip-cider/"">Yip Cider</a>",Pet Nat,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Newtown Pippin Traditional Method,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Northern Spy,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",Imperial,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Mountain Rose SV,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/berkshire-cider-project/"">Berkshire Cider Project</a>",Community Cider Project #3 (2022),Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bird-dog-cider/"">Bird Dog Cider</a>",Country Gold,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bird-dog-cider/"">Bird Dog Cider</a>",Sons & Daughters,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Bone Dry,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Opari,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Chinin',Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Foxwhelp,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Kingston Black,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>","Redfield, Golden Russet, Newtown Pippin",Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/etta-place-cider/"">Etta Place Cider</a>",Grand Circle Semi-Dry,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/james-creek-cider-house/"">James Creek Cider House</a>",Century Farms Orchard Heirloom Blend,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/james-creek-cider-house/"">James Creek Cider House</a>",Foggy Ridge Orchards Heirloom Blend,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/lost-boy-cider/"">Lost Boy Cider</a>",Hewe's Crab Single Varietal,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/modales-wines/"">Modales Wines</a>",Hunter's Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/mount-diablo-cider-company/"">Mount Diablo Cider Company</a>",Black Magic Pet-Nat,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Hewes Crabapple Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Northern Spy Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Sakura Ridge Pippin Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/northman-cider-co/"">Northman Cider Co.</a>",Northman Rosé Cider,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",Wickson,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/occam-cider/"">Occam Cider</a>",Free Association,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",6130′ Medium Dry,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Porters Perfection,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sunken-paddle-ciderworks/"">Sunken Paddle Ciderworks</a>",Heirloom (Semi-Dry),Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/texas-corners-brewing-company/"">Texas Corners Brewing Company</a>",Golden Russet,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/two-blokes-cider/"">Two Blokes Cider</a>",Golden Mile,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/two-k-farms/"">Two K Farms</a>",Kingston Black,Heritage Cider - Dry,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Granny Smith,Heritage Cider - Dry,Heritage Cider,
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",The Russets,Heritage Cider - Sweet,Heritage Cider,1st Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Gravenstein,Heritage Cider - Sweet,Heritage Cider,2nd Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Golden Russet,Heritage Cider - Sweet,Heritage Cider,3rd Place
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Little Green Apples,Heritage Cider - Sweet,Heritage Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Gold Rush,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",McIntosh SV,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",Elevation,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bowen-cider-house/"">Bowen Cider House</a>",Lady Alexandra,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/rebel-apple/"">Rebel Apple</a>",Eden Sin,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/schilling-cider/"">Schilling Cider</a>",Excelsior Imperial Apple,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Bittersweet,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seek-no-further-cidery/"">Seek-No-Further Cidery</a>",Penny Lane,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",6456′ Elevation Blends,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Harrison Reserve,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Newtown Pippin,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",Eagle Mountain,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",643,Heritage Cider - Sweet,Heritage Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/wise-bird-cider/"">Wise Bird Cider</a>",Pomme Pomme,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Old Fashioned Gravenstein,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Spy 2,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/empyrical-orchards-cider/"">Empyrical Orchard & Cidery</a>",Verso,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Golden Russet,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Reine des Pommes,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",Hewe's Gold,Heritage Cider - Sweet,Heritage Cider,
2024,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/valas-orchard-cider/"">Vala's Orchard Cider</a>",Nebraska Heirloom,Heritage Cider - Sweet,Heritage Cider,
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Kingston Black SV,Traditional Cider - Dry,Traditional Cider,1st Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/the-cider-farm/"">The Cider Farm</a>",Dabinett,Traditional Cider - Dry,Traditional Cider,2nd Place
2024,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Yarlington Mill,Traditional Cider - Dry,Traditional Cider,3rd Place
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",Kingston Black Single Variety,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Acadian Bittersweet,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/empyrical-orchards-cider/"">Empyrical Orchard & Cidery</a>",Brown Snout,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-black-creek/"">Ferme Black Creek</a>",Black Creek Red Flesh,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/"">Presque Isle Farm Cider</a>",Farmhouse,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Kingston Black Reserve,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",6352' Elevation Series,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Dabinett Reserve,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Herefordshire Redstreak,Traditional Cider - Dry,Traditional Cider,
2024,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Kingston Black Reserve,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",American Holiday,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Do You Fancy a Road Trip?,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Fantastic Mr Foxwhelp,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Porter's Perfection,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Stoke Red,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/berkshire-cider-project/"">Berkshire Cider Project</a>",Bittersweet,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",Barrel Blend,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/farm-club/"">Farm Club</a>",English Blend,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",Kingston Black,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kristof-farms/"">Kristof Farms</a>",Kristof Farms Kingston Black SV,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Danforth Rd Blend,Traditional Cider - Dry,Traditional Cider,
2024,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Harry Masters Jersey,Traditional Cider - Dry,Traditional Cider,
