Year,Award,Producer,Product,State,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2024,🏆 Winner,Liberty Ciderworks,Gravenstein,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2024,🏆 Winner,Liberty Ciderworks,Virginia Crab,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2024,🏆 Winner,Mount Diablo Cider Company,Sparkling Delta Gold,California,Active,"<a href=""https://www.mountdiablocider.com/"">Website</a>","<a href=""https://www.facebook.com/mountdiablocider"">Facebook</a>","<a href=""https://www.instagram.com/mountdiablocider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/mount-diablo-cider-company/527606"">Untappd</a>"
2024,🏆 Winner,Ragged Hill Cider,Wickson SV Pét-Nat,Massachusetts,Active,"<a href=""https://www.raggedhillcider.com/"">Website</a>","<a href=""https://www.facebook.com/RaggedHillCider/"">Facebook</a>","<a href=""https://www.instagram.com/raggedhillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12743756096350248911"">Google</a>","<a href=""https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41900-d13976564"">TripAdvisor</a>","<a href=""https://untappd.com/w/ragged-hill-cider-company/339946"">Untappd</a>"
2024,🏆 Winner,Seek-No-Further Cidery,Roxbury Russet,Ohio,Active,"<a href=""https://www.seeknofurthercider.com/"">Website</a>","<a href=""https://www.facebook.com/seeknofurthercidery"">Facebook</a>","<a href=""https://www.instagram.com/seeknofurthercidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4713802987366690958"">Google</a>","<a href=""https://www.yelp.com/biz/seek-no-further-cidery-granville"">Yelp</a>","<a href=""https://www.tripadvisor.ie/Attraction_Review-g50390-d23985887"">TripAdvisor</a>","<a href=""https://untappd.com/w/seek-no-further/500402"">Untappd</a>"
2024,🏆 Winner,Snow Capped Cider,Porters Perfection,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2024,🏆 Winner,Snow Capped Cider,Winesap,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2024,🏆 Winner,Two Broads Ciderworks,I Feel Pretty,California,Active,"<a href=""https://twobroadscider.com/"">Website</a>","<a href=""https://www.facebook.com/twobroadscider/"">Facebook</a>","<a href=""https://www.instagram.com/twobroadscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14445203383659538831"">Google</a>","<a href=""https://www.yelp.com/biz/two-broads-ciderworks-san-luis-obispo"">Yelp</a>",,"<a href=""https://untappd.com/w/two-broads-ciderworks/366709"">Untappd</a>"
2024,🏆 Winner,Wise Bird Cider,Holy Beez Orchard,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
2024,🏅 Finalist,Bauman's Cider,Reine des Pommes,Oregon,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
2024,🏅 Finalist,Kristof Farms,Orchard Cider,Oregon,Active,"<a href=""https://www.kristoffarms.com/"">Website</a>","<a href=""https://www.facebook.com/KristofFarms/"">Facebook</a>","<a href=""https://www.instagram.com/kristoffarms/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/kristof-farms/524122"">Untappd</a>"
2024,🏅 Finalist,Liberty Ciderworks,Golden Russet,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2024,🏅 Finalist,Mount Diablo Cider Company,Sparkling McIntosh,California,Active,"<a href=""https://www.mountdiablocider.com/"">Website</a>","<a href=""https://www.facebook.com/mountdiablocider"">Facebook</a>","<a href=""https://www.instagram.com/mountdiablocider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/mount-diablo-cider-company/527606"">Untappd</a>"
2024,🏅 Finalist,Snow Capped Cider,Akane,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2024,🏅 Finalist,Snow Capped Cider,Elevation 6642′,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2024,🏅 Finalist,Wise Bird Cider,Pommeau,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
