Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Black Diamond Cider,0,2,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Cambium Cider Co,0,2,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Left Foot Charley,0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",West Avenue Cider,0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Champlain Orchards,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Liquid Alchemy Beverages,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Sea Cider Farm & Ciderhouse,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Apple Valley Cider Company,0,1,0,3,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Island Orchard Cider,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Sunken Paddle Ciderworks,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Willamette Ale & Cider House,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bent Ladder,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Brew Lab 101 Beer & Cider Co.,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ciders from Mars,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Junction Orchard & Cidery,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Salt Creek Cider House,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Serpentine Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Two K Farms,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Victoria Cider Co.,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Black Apple,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Cidrerie Le Somnambule,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Deep Roots Hard Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Pux Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Blackgrass Ciderworks,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Flat Rock Cider Company,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Hazlitt 1852 Vineyards,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Locust Cider,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Finnriver Farm and Cidery,1,1,1,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Red Island Cider,1,1,1,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",AVAL Cider,1,0,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ambix Spirits,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Suttons Bay Ciders,1,0,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Rebel Apple,0,3,0,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Presque Isle Farm Cider,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Seek-No-Further Cidery,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Woodlore Cider Co.,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Banditry Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",King Orchards,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Manoff Market Gardens & Cidery,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Townline Ciderworks,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",12 Corners Vineyards,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Alma Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Artifact Cider Project,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Clarksburg Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Etta Place Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Island Folk Cider House,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Meriwether Cider Company,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Noble Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Northyards Cider Co.,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Berkshire Cider Project,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Blossom Barn Cidery,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",City Orchard,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Duluth Cider,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Harpers Ferry Brewing,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Kristof Farms,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Donovan Orchards Estate Ciders,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Shiny Apple Cider,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Sidewood Estate,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Tapped Apple Cider & Winery,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Forgotten Fire Winery,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Grey & Gold Cider,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ore Creek Craft Cider,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ragged Hill Cider,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",West End Cider House,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",AeppelTreow Winery & Distillery,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Floribunda,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Idol Cider House,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Wildbranch Cider,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Atlanta Hard Cider Co.,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Heeman's,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Rushford Meadery & Winery,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Shuswap Cider Co.,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Williamson Mead and Brewing,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Mershon's Artisan Cider,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bløm Meadworks,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Little Apple Cidery,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Maison Hérout,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Mount Diablo Cider Company,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Snowdrift Cider Co.,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Space Time Mead & Cider Works,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Stoic Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",String Theory Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bird Dog Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bowen Cider House,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Cascade Winery & Sierra Rose Ciders,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Crimson Cider Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Door Peninsula Winery,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Fenn Valley Vineyards,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Fort Point Beer Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Heirloom Hill Cider Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Lassen Traditional Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Lucia Maria Melchiori,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Mississippi Ale House,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Muse Orchard,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Spoke + Spy Ciderworks,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Turncoat Cidery,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Wilding Orchards,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Wise Bird Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Blue Toad Hard Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Cidrerie Compton,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Northwood Cider Co.,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",White Winter Winery,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Montana CiderWorks,1,0,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Buskey Cider,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Calvados Pierre Huet,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Kuhnhenn Brewing Co.,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Maiden Rock Winery & Cidery,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Malner,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Cornish Cider Company,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Docendo Discitur,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Farmgate Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Geo Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Good Bones Ciderhouse,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Great Lakes Farms,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Institut Agricole Régional,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Llagares Valverán,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Market Garden Brewery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Offset Ciderworks,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Riley's Cidery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Runcible Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Speciation Artisan Ales,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Tulip Valley Vineyard & Orchard,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Vins Arista,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Winterset Cidery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Brooker's Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Casa de Oro Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Farm Club,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Friendly Noise,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Heartland Ciderworks,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Long View Ciderhouse,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Spring Hill Cider Works,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Trubacheevka,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Walkerville City Cidery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bauman's Cider,3,4,16,2,25
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Seattle Cider Company,0,4,14,4,22
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Uncle John's,3,2,6,10,21
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Snow Capped Cider,3,3,6,8,20
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Haykin Family Cider,2,2,13,3,20
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Farmhaus Cider Co.,0,3,13,2,18
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Twin Pines Orchards & Cider House,0,2,11,5,18
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Blake's Hard Cider Co.,0,3,11,2,16
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wilson's Orchard & Farm,0,1,11,4,16
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Threadbare Cider,0,1,8,6,15
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",1911 Established,0,1,11,2,14
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Thor's Hard Cider,1,1,7,4,13
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Tandem Ciders,1,0,9,3,13
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Vander Mill,0,1,5,7,13
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Angry Orchard,1,1,7,3,12
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Puget Sound Cider Company,0,4,6,2,12
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Salt Spring Wild Cider,2,0,9,0,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Tieton Cider Works,1,0,6,4,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",2 Towns Ciderhouse,0,5,6,0,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Thornbury Craft Co.,0,2,6,3,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Glacial Till Vineyard & Winery,0,1,7,3,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Raven's Moon Craft Cider,0,0,7,4,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ficklewood Ciderworks,0,0,5,6,11
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Virtue Cider,1,1,5,3,10
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Arsenal Cider House,1,0,7,2,10
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Island Orchard Cider,1,1,2,5,9
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Stormalong Cider,0,3,4,2,9
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sage Bird Ciderworks,0,1,8,0,9
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bull Run Cider,0,1,5,3,9
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Vala's Orchard Cider,0,1,2,6,9
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Boss Cider Company,0,0,5,4,9
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Pux Cider,0,2,4,2,8
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Dancing Cider Co.,0,1,3,4,8
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Starcut Ciders,2,0,3,2,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Gowan's Heirloom Ciders,1,1,5,0,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Atlanta Hard Cider Co.,1,0,6,0,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cider Hill Cellars,1,0,5,1,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ernest Cider,1,0,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",ANXO Cider,1,0,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Eris Brewery & Cider House,1,0,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Number 12 Cider,0,2,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Swift Cider,0,2,3,2,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Chain Yard Cider,0,1,5,1,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Journey North Cider Co.,0,1,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",St. Vrain Cidery,0,1,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Papa Moon Vineyards & Winery,0,1,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Jefferson County Ciderworks,2,1,2,1,6
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",City Orchard,1,1,4,0,6
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Brooklyn Cider House,1,0,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Pencil Hound Ciders,0,2,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Champlain Orchards,0,1,5,0,6
