Name,Town/City,Region,Country,Primary Type,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,AKA
Texas Corners Brewing Company,Kalamazoo,Michigan,United States,Beer,"<a href=""https://maps.google.com/?cid=9884252459046416182"">Google</a>","<a href=""https://www.texascornersbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/TexasCornersBrewingCompany"">Facebook</a>","<a href=""https://www.instagram.com/texascornersbrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/texas-corners-brewing-company-kalamazoo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g42354-d7894053"">TripAdvisor</a>","<a href=""https://untappd.com/w/texas-corners-brewing-company/144638"">Untappd</a>","<a href=""https://ciderguide.com/texas-corners-brewing-company/"">GLINTCAP</a>",
The Merry-Hearted Cidery,Gladwin,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=11587809069752610748"">Google</a>",,"<a href=""https://www.facebook.com/MerryHearted"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/fruitful-orchard-and-cider-mill-gladwin"">Yelp</a>",,"<a href=""https://untappd.com/w/the-merry-hearted-cidery/345422"">Untappd</a>",,
The Peoples Cider Co.,Grand Rapids,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=8969869478110154287"">Google</a>","<a href=""http://www.thepeoplescider.com/"">Website</a>","<a href=""https://www.facebook.com/ThePeoplesCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/thepeoplesciderco/"">Instagram</a>","<a href=""https://www.yelp.com/biz/the-peoples-cider-grand-rapids"">Yelp</a>",,"<a href=""https://untappd.com/w/the-peoples-cider-co/59440"">Untappd</a>",,
Thornapple Brewing Company,Grand Rapids,Michigan,United States,Beer,"<a href=""https://maps.google.com/?cid=9646788014435304722"">Google</a>","<a href=""https://www.thornapplebrewing.com/"">Website</a>","<a href=""https://www.facebook.com/ThornappleBrewingCompany"">Facebook</a>","<a href=""https://www.instagram.com/thornapplebrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/thornapple-brewing-grand-rapids"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g19275776-d12838215"">TripAdvisor</a>","<a href=""https://untappd.com/w/thornapple-brewing-co/344603"">Untappd</a>","<a href=""https://ciderguide.com/thornapple-brewing-company/"">GLINTCAP</a>",
Townline Ciderworks,Williamsburg,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=10669443199270117297"">Google</a>","<a href=""https://www.townlineciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/TownlineCiderworks"">Facebook</a>","<a href=""https://www.instagram.com/townlineciderworks/"">Instagram</a>","<a href=""https://www.yelp.com/biz/townline-ciderworks-williamsburg"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42825-d12429033"">TripAdvisor</a>","<a href=""https://untappd.com/w/townline-ciderworks/325715"">Untappd</a>","<a href=""https://ciderguide.com/townline-ciderworks/"">GLINTCAP</a>",
Knaebe's Apple Farm & Ciderworks,Rogers City,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=14938530714960983918"">Google</a>","<a href=""http://www.mmmunchykrunchyapplefarm.com/"">Website</a>",,"<a href=""https://www.instagram.com/twistedrootshardcider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/knaebes-mmmunchy-krunchy-apple-farm-and-cider-mill-rogers-city"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42650-d3576913"">TripAdvisor</a>","<a href=""https://untappd.com/w/twisted-roots-cider/294312"">Untappd</a>",,Twisted Roots Cider
Uncle John's,St Johns,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=16260144443906622289"">Google</a>","<a href=""https://www.ujcidermill.com/"">Website</a>","<a href=""https://www.facebook.com/UJCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/unclejohns_cidermill/"">Instagram</a>","<a href=""https://www.yelp.com/biz/uncle-johns-cider-mill-saint-johns"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42672-d2357797"">TripAdvisor</a>","<a href=""https://untappd.com/w/uncle-johns-hard-cider/3182"">Untappd</a>","<a href=""https://ciderguide.com/uncle-johns/"">GLINTCAP</a>",
Vander Mill,Grand Rapids,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=6214407049389872858"">Google</a>","<a href=""http://vandermill.com/"">Website</a>","<a href=""https://www.facebook.com/VanderMillGR"">Facebook</a>","<a href=""https://www.instagram.com/vandermill/"">Instagram</a>","<a href=""https://www.yelp.com/biz/vander-mill-grand-rapids-grand-rapids-5"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970"">TripAdvisor</a>","<a href=""https://untappd.com/w/vander-mill/8388"">Untappd</a>","<a href=""https://ciderguide.com/vander-mill/"">GLINTCAP</a>",
Virtue Cider,Fennville,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=8731167836057791034"">Google</a>","<a href=""http://www.virtuecider.com/"">Website</a>","<a href=""https://www.facebook.com/virtuecider"">Facebook</a>","<a href=""https://www.instagram.com/virtuecider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/virtue-farm-fennville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42198-d7159911"">TripAdvisor</a>","<a href=""https://untappd.com/w/virtue-cider/24608"">Untappd</a>","<a href=""https://ciderguide.com/virtue-cider/"">GLINTCAP</a>",
Westview Orchards & Winery,Washington,Michigan,United States,Cider,"<a href=""https://maps.google.com/?cid=15618716970399132431"">Google</a>","<a href=""https://www.westviewproduce.com/"">Website</a>","<a href=""https://www.facebook.com/WestviewOrchards"">Facebook</a>","<a href=""https://www.instagram.com/westvieworchards/"">Instagram</a>","<a href=""https://www.yelp.com/biz/westview-orchards-and-winery-washington"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42795-d6964251"">TripAdvisor</a>","<a href=""https://untappd.com/w/westview-orchards/197804"">Untappd</a>","<a href=""https://ciderguide.com/westview-orchards-winery/"">GLINTCAP</a>",
Royal Farms,Ellsworth,Michigan,United States,Wine,"<a href=""https://maps.google.com/?cid=16521367992885788504"">Google</a>","<a href=""https://www.royalfarmsinc.com/"">Website</a>","<a href=""https://www.facebook.com/royalfarmsinc/"">Facebook</a>","<a href=""https://www.instagram.com/royalfarmsinc/"">Instagram</a>","<a href=""https://www.yelp.com/biz/royal-farms-ellsworth"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42176-d7797414"">TripAdvisor</a>","<a href=""https://untappd.com/w/royal-farms-farm-market-and-winery/132513"">Untappd</a>",,
2 Towns Ciderhouse,Corvallis,Oregon,United States,Cider,"<a href=""https://maps.google.com/?cid=10429935694700508047"">Google</a>","<a href=""http://www.2townsciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/2townsciderhouse"">Facebook</a>","<a href=""https://www.instagram.com/2townscider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/2-towns-ciderhouse-corvallis"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51817-d3417221"">TripAdvisor</a>","<a href=""https://untappd.com/w/2-towns-ciderhouse/12975"">Untappd</a>","<a href=""https://ciderguide.com/2-towns-ciderhouse/"">GLINTCAP</a>",
3 Daughters Brewing,St. Petersburg,Florida,United States,Beer,"<a href=""https://maps.google.com/?cid=5591277001854287566"">Google</a>","<a href=""http://3dbrewing.com/"">Website</a>",,"<a href=""https://www.instagram.com/3daughtersbrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/3-daughters-brewing-st-petersburg"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g34607-d5579463"">TripAdvisor</a>","<a href=""https://untappd.com/w/3-daughters-brewing/96120"">Untappd</a>",,
6 Mile Cellars,Erie,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=15280001282992311542"">Google</a>","<a href=""http://6milecellars.com/"">Website</a>","<a href=""https://www.facebook.com/OldSnapperHardCider/"">Facebook</a>","<a href=""https://www.instagram.com/6milewines/"">Instagram</a>","<a href=""https://www.yelp.com/biz/6-mile-cellars-erie"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g52607-d3579319"">TripAdvisor</a>","<a href=""https://untappd.com/w/6-mile-cellars/138134"">Untappd</a>",,Old Snapper's Hard Cider
10 Barrel Brewing,Bend,Oregon,United States,Beer,"<a href=""https://maps.google.com/?cid=16062015194172641850"">Google</a>","<a href=""http://www.10barrel.com/"">Website</a>","<a href=""https://www.facebook.com/10BarrelBrewingCompany"">Facebook</a>","<a href=""https://www.instagram.com/10barrelbrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/10-barrel-brewing-bend"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g51766-d1873091"">TripAdvisor</a>","<a href=""https://untappd.com/w/10-barrel-brewing-co/3436"">Untappd</a>",,
101 Cider House,Westlake Village,California,United States,Cider,"<a href=""https://maps.google.com/?cid=12420065000441525891"">Google</a>","<a href=""https://101cider.com/"">Website</a>","<a href=""https://www.facebook.com/101cider"">Facebook</a>","<a href=""https://www.instagram.com/101cider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/101-cider-house-westlake-village"">Yelp</a>",,"<a href=""https://untappd.com/w/101-cider-house/198367"">Untappd</a>","<a href=""https://ciderguide.com/101-cider-house/"">GLINTCAP</a>",
Divine Distillers,Independence,Oregon,United States,Spirits,"<a href=""https://maps.google.com/?cid=15660809870565501040"">Google</a>","<a href=""https://www.divinedistillers.com/"">Website</a>","<a href=""https://www.facebook.com/divinedistillers/"">Facebook</a>","<a href=""https://www.instagram.com/divinedistillers/"">Instagram</a>","<a href=""https://www.yelp.com/biz/divine-distillers-independence"">Yelp</a>",,"<a href=""https://untappd.com/w/1859-cider-company/278728"">Untappd</a>",,1859 Cider Co.
1911 Established,Marietta,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=13706571465768596510"">Google</a>","<a href=""http://1911established.com/"">Website</a>",,"<a href=""https://www.instagram.com/1911established/"">Instagram</a>","<a href=""https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48013-d4954731"">TripAdvisor</a>","<a href=""https://untappd.com/w/beak-and-skiff-apple-orchards/123121"">Untappd</a>","<a href=""https://ciderguide.com/1911-established/"">GLINTCAP</a>",
Aaron Burr Cider,Wurtsboro,New York,United States,Cider,,"<a href=""http://www.aaronburrcider.com/"">Website</a>","<a href=""https://www.facebook.com/TheCidery/"">Facebook</a>","<a href=""https://www.instagram.com/aaronburrcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/aaron-burr-cidery/42127"">Untappd</a>",,
Bone Sack Cider & Beer,St. Cloud,Florida,United States,Cider,"<a href=""https://maps.google.com/?cid=923030575168591540"">Google</a>",,"<a href=""https://www.facebook.com/BoneSackCiderBeer/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/bone-sack-cider-and-beer-st-cloud"">Yelp</a>",,"<a href=""https://untappd.com/v/bone-sack-cider-company/10482178"">Untappd</a>",,War Hammer
AeppelTreow Winery & Distillery,Burlington,Wisconsin,United States,Cider,"<a href=""https://maps.google.com/?cid=14330457100802755750"">Google</a>","<a href=""http://aeppeltreow.com/"">Website</a>","<a href=""https://www.facebook.com/Aeppeltreow.Ciders/"">Facebook</a>","<a href=""https://www.instagram.com/aeppeltreow_ciders/"">Instagram</a>","<a href=""https://www.yelp.com/biz/aeppeltreow-winery-burlington"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g59742-d8355389"">TripAdvisor</a>","<a href=""https://untappd.com/w/aeppeltreow-winery-and-distillery/5397"">Untappd</a>","<a href=""https://ciderguide.com/aeppeltreow-winery-distillery/"">GLINTCAP</a>",
After Harvest Cider Company,Acton,Maine,United States,Cider,"<a href=""https://maps.google.com/?cid=16084855948063898952"">Google</a>","<a href=""http://afterharvestcider.com/"">Website</a>","<a href=""https://www.facebook.com/afterharvestcider/"">Facebook</a>","<a href=""https://www.instagram.com/afterharvestciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/w/after-harvest-cider-company/403903"">Untappd</a>",,
Aftermath Cidery & Winery,Valparaiso,Indiana,United States,Cider,"<a href=""https://maps.google.com/?cid=9016313564630389989"">Google</a>","<a href=""http://www.aftermathcidery.com/"">Website</a>","<a href=""https://www.facebook.com/AftermathCideryWinery1/"">Facebook</a>","<a href=""https://www.instagram.com/aftermathcidery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/aftermath-cidery-and-winery-valparaiso"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g37594-d12620824"">TripAdvisor</a>","<a href=""https://untappd.com/w/aftermath-cidery-winery/267403"">Untappd</a>",,
Albemarle CiderWorks,North Garden,Virginia,United States,Cider,"<a href=""https://maps.google.com/?cid=18144857979395006290"">Google</a>","<a href=""http://www.albemarleciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/AlbCiderWorks/"">Facebook</a>","<a href=""https://www.instagram.com/albciderworks/"">Instagram</a>","<a href=""https://www.yelp.com/biz/albemarle-ciderworks-north-garden"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58029-d1632465"">TripAdvisor</a>","<a href=""https://untappd.com/w/albemarle-ciderworks/17761"">Untappd</a>","<a href=""https://ciderguide.com/albemarle-ciderworks/"">GLINTCAP</a>",
Alpenfire Cider,Port Townsend,Washington,United States,Cider,"<a href=""https://maps.google.com/?cid=13194604853315575065"">Google</a>","<a href=""https://www.alpenfirecider.com/"">Website</a>","<a href=""https://www.facebook.com/alpenfirecider"">Facebook</a>","<a href=""https://www.instagram.com/alpenfirecider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/alpenfire-cider-and-orchard-port-townsend"">Yelp</a>",,"<a href=""https://untappd.com/w/alpenfire-cider/12510"">Untappd</a>","<a href=""https://ciderguide.com/alpenfire-cider/"">GLINTCAP</a>",
Ambrosia Orchard,Hoagland,Indiana,United States,Cider,"<a href=""https://maps.google.com/?cid=1903288370342884796"">Google</a>","<a href=""https://www.ambrosiaorchardfw.com/"">Website</a>","<a href=""https://www.facebook.com/ambrosiaorchardfw"">Facebook</a>","<a href=""https://www.instagram.com/ambrosiaorchardfw/"">Instagram</a>","<a href=""https://www.yelp.com/biz/ambrosia-orchard-hoagland"">Yelp</a>",,"<a href=""https://untappd.com/w/ambrosia-orchard/402458"">Untappd</a>","<a href=""https://ciderguide.com/ambrosia-orchard/"">GLINTCAP</a>",
Angry Orchard,Walden,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>","<a href=""https://ciderguide.com/angry-orchard/"">GLINTCAP</a>",
Anna's Cider,Santa Paula,California,United States,Cider,"<a href=""https://maps.google.com/?cid=6245729611284225450"">Google</a>","<a href=""https://annascider.com/"">Website</a>","<a href=""https://www.facebook.com/annascider"">Facebook</a>","<a href=""https://www.instagram.com/annascider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/anna-s-cider-santa-paula"">Yelp</a>",,"<a href=""https://untappd.com/w/annas-cider/369723"">Untappd</a>",,
ANXO Cider,Washington,District of Columbia,United States,Cider,"<a href=""https://maps.google.com/?cid=9806483452569861957"">Google</a>","<a href=""https://store.anxodc.com/"">Website</a>","<a href=""https://www.facebook.com/ANXOcider"">Facebook</a>","<a href=""https://www.instagram.com/anxodistrict/"">Instagram</a>","<a href=""https://www.yelp.com/biz/anxo-cidery-and-tasting-room-washington"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653"">TripAdvisor</a>","<a href=""https://untappd.com/ANXOCidery"">Untappd</a>","<a href=""https://ciderguide.com/anxo-cider/"">GLINTCAP</a>",Brightwood Pizza & Bottle
Appalachian Mountain Brewery,Boone,North Carolina,United States,Beer,"<a href=""https://maps.google.com/?cid=5564632093346928631"">Google</a>","<a href=""https://www.amb.beer/"">Website</a>","<a href=""https://www.facebook.com/appalachianmountain.brewery/"">Facebook</a>","<a href=""https://www.instagram.com/appalachianmountainbrewery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/appalachian-mountain-brewery-boone"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48975-d4185372"">TripAdvisor</a>","<a href=""https://untappd.com/w/appalachian-mountain-cidery/199566"">Untappd</a>",,
Owl Creek Vineyard,Cobden,Illinois,United States,Wine,"<a href=""https://maps.google.com/?cid=449616614392139133"">Google</a>","<a href=""http://www.owlcreekvineyard.com/"">Website</a>","<a href=""https://www.facebook.com/OwlCreekVineyard/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/owl-creek-vineyard-cobden"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g35826-d1771552"">TripAdvisor</a>","<a href=""https://untappd.com/w/apple-knocker-cider/255409"">Untappd</a>","<a href=""https://ciderguide.com/owl-creek-vineyard/"">GLINTCAP</a>",Apple Knocker Hard Cider
