Year,Medal,Entrant,Entry,Style,Place
2021,🥉 BRONZE,Adesanya Mead & Microbrewery,Cyser & Doughnuts,Specialty Cider and Perry,
2023,🏆 BEST IN CLASS,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,1st Place
2023,🥉 BRONZE,AeppelTreow Winery & Distillery,Sparkling Perry,Modern Perry,
2022,🏆 BEST IN CLASS,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,1st Place
2022,🥉 BRONZE,AeppelTreow Winery & Distillery,Scarlett Rosey Cider,Rosé Cider,
2021,🥈 SILVER,AeppelTreow Winery & Distillery,Appely Brut,Heritage Cider - Dry,
2021,🥈 SILVER,AeppelTreow Winery & Distillery,Oriole Perry,Traditional Perry,
2021,🥉 BRONZE,AeppelTreow Winery & Distillery,Tyton,Heritage Cider - Sweet,
2019,🥇 GOLD,AeppelTreow Winery & Distillery,Scarlett,Rosé Cider,
2018,🏆 BEST IN CLASS,AeppelTreow Winery & Distillery,Apple Brandy - Cask,Spirits,3rd Place
2018,🏆 BEST IN CLASS,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,3rd Place
2018,🥉 BRONZE,AeppelTreow Winery & Distillery,Kinglet,Traditional Cider - Dry,
2018,🥉 BRONZE,AeppelTreow Winery & Distillery,Siskin Scrumpy,Specialty Cider and Perry,
2017,🥈 SILVER,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2017,🥉 BRONZE,AeppelTreow Winery & Distillery,Appely Doux II,Heritage Cider - Sweet,
2016,🥈 SILVER,AeppelTreow Winery & Distillery,Barrel Select Pear,Brandy,
2016,🥈 SILVER,AeppelTreow Winery & Distillery,Sparrow Spiced,Spiced Cider,
2016,🥉 BRONZE,AeppelTreow Winery & Distillery,Barn Swallow Cider,Modern Cider,
2016,🥉 BRONZE,AeppelTreow Winery & Distillery,Blackbird,Fruit Cider,
2016,🥉 BRONZE,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2015,🥈 SILVER,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2015,🥉 BRONZE,AeppelTreow Winery & Distillery,Americana,Heritage Cider,
2015,🥉 BRONZE,AeppelTreow Winery & Distillery,Barn Swallow Cider,Modern Cider,
2015,🥉 BRONZE,AeppelTreow Winery & Distillery,Kinglet Bitter,Heritage Cider,
2014,🥈 SILVER,AeppelTreow Winery & Distillery,Americana,New World Cider,
2014,🥈 SILVER,AeppelTreow Winery & Distillery,Kinglet Bitter Cider,English Cider,
2014,🥈 SILVER,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2014,🥈 SILVER,AeppelTreow Winery & Distillery,Pommeaux Traditionale,Pommeau,
2014,🥉 BRONZE,AeppelTreow Winery & Distillery,Apple Brandy,Brandy,
2014,🥉 BRONZE,AeppelTreow Winery & Distillery,Barn Swallow Cider,New World Cider,
2014,🥉 BRONZE,AeppelTreow Winery & Distillery,Honesty,Eau de vie,
2014,🥉 BRONZE,AeppelTreow Winery & Distillery,Poirissimo Traditonale,Pommeau,
2014,🥉 BRONZE,AeppelTreow Winery & Distillery,Solstice,New World Cider,
2013,🥉 BRONZE,AeppelTreow Winery & Distillery,Appely Doux,New World Cider,
2013,🥉 BRONZE,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2013,🥉 BRONZE,AeppelTreow Winery & Distillery,WI Apple Brandy,Brandy,
2012,🥈 SILVER,AeppelTreow Winery & Distillery,Honesty Pear Brandy,Eau de vie,
2012,🥈 SILVER,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2012,🥈 SILVER,AeppelTreow Winery & Distillery,Wisconsin Apple Brandy,Brandy,
2012,🥉 BRONZE,AeppelTreow Winery & Distillery,Barn Swallow Cider,New World Cider,
2012,🥉 BRONZE,AeppelTreow Winery & Distillery,Kinglet Bitter Cider,English Cider,
2012,🥉 BRONZE,AeppelTreow Winery & Distillery,Poirissimo,Pommeau,
2012,🥉 BRONZE,AeppelTreow Winery & Distillery,Poirissimo Traditionale,Pommeau,
2012,🥉 BRONZE,AeppelTreow Winery & Distillery,Pommeaux,Pommeau,
2011,🥇 GOLD,AeppelTreow Winery & Distillery,Antique Russet Cider,New World Cider,
2011,🥇 GOLD,AeppelTreow Winery & Distillery,Poirissimo Tranitionale,Pommeau,
2011,🥇 GOLD,AeppelTreow Winery & Distillery,Traditional Perry,Traditional Perry,
2011,🥇 GOLD,AeppelTreow Winery & Distillery,Wisconsin Apple Brandy,Brandy,
2011,🥉 BRONZE,AeppelTreow Winery & Distillery,Barn Swallow Draft Cider,New World Cider,
2011,🥉 BRONZE,AeppelTreow Winery & Distillery,Kinglet Bitter Draft Cider,New World Cider,
2011,🥉 BRONZE,AeppelTreow Winery & Distillery,Perry,Specialty Cider and Perry,
2009,🥈 SILVER,AeppelTreow Winery & Distillery,Poirissimo Traditional,Pommeau,
2008,🥇 GOLD,AeppelTreow Winery & Distillery,Autumn Glory 2005,Applewine,
2008,🥈 SILVER,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,
2008,🥈 SILVER,AeppelTreow Winery & Distillery,Perry,Specialty Cider and Perry,
2007,🥇 GOLD,AeppelTreow Winery & Distillery,Aeppeltreow BarnSwallow Cider,New World Cider,
2007,🥇 GOLD,AeppelTreow Winery & Distillery,Aeppeltreow Perry,Specialty Cider and Perry,
2007,🥈 SILVER,AeppelTreow Winery & Distillery,Aeppeltreow Cyser,Cyser,
2006,🥈 SILVER,AeppelTreow Winery & Distillery,Barn Swallow Cider,Unlimited Cider and Perry,
2006,🥈 SILVER,AeppelTreow Winery & Distillery,Pommeaux,Pommeau,
2006,🥉 BRONZE,AeppelTreow Winery & Distillery,Antique Russet,New World Cider,
2006,🥉 BRONZE,AeppelTreow Winery & Distillery,Red Poll Cranapple Cider,Fruit Cider,
2006,🥉 BRONZE,AeppelTreow Winery & Distillery,Sparrow Spiced Cider,Specialty Cider and Perry,
2006,🥉 BRONZE,AeppelTreow Winery & Distillery,Summer's End,Applewine,
2005,🥈 SILVER,AeppelTreow Winery & Distillery,Autumn Glory,Applewine,
2005,🥉 BRONZE,AeppelTreow Winery & Distillery,Barn Swallow Cider,New World Cider,
2005,🥉 BRONZE,AeppelTreow Winery & Distillery,Red Poll Cran-Apple Cider,Fruit Cider,
2022,🥉 BRONZE,Akiu Winery,Akiu Craft Cider - 2020 Brut,Modern Cider - Dry,
2023,🥇 GOLD,Albemarle CiderWorks,Cider Maker's Choice #10,Heritage Cider - Dry,
2023,🥇 GOLD,Albemarle CiderWorks,Cider Maker's Choice #8,Heritage Cider - Dry,
2023,🥇 GOLD,Albemarle CiderWorks,Crab Medley,Heritage Cider - Dry,
2023,🥉 BRONZE,Albemarle CiderWorks,Harrison Brut,Heritage Cider - Dry,
2022,🥇 GOLD,Albemarle CiderWorks,Goldrush,Modern Cider - Dry,
2022,🥇 GOLD,Albemarle CiderWorks,Jupiter's Legacy,Heritage Cider - Dry,
2022,🥈 SILVER,Albemarle CiderWorks,Harrison,Heritage Cider - Dry,
2022,🥈 SILVER,Albemarle CiderWorks,Royal Pippin,Heritage Cider - Dry,
2021,🏆 BEST IN CLASS,Albemarle CiderWorks,1817,Heritage Cider - Dry,1st Place
2021,🥇 GOLD,Albemarle CiderWorks,Royal Pippin - 2019,Heritage Cider - Dry,
2021,🥇 GOLD,Albemarle CiderWorks,Virginia Hewes Crab,Heritage Cider - Dry,
2021,🥈 SILVER,Albemarle CiderWorks,Cidermaker's Choice #6,Heritage Cider - Dry,
2021,🥈 SILVER,Albemarle CiderWorks,Harrison - 2019,Heritage Cider - Dry,
2021,🥈 SILVER,Albemarle CiderWorks,Orchard Blush,Rosé Cider,
2021,🥈 SILVER,Albemarle CiderWorks,Red Hill,Heritage Cider - Dry,
2021,🥈 SILVER,Albemarle CiderWorks,Wickson,Heritage Cider - Dry,
2021,🥉 BRONZE,Albemarle CiderWorks,Cidermaker's Choice #3,Heritage Cider - Dry,
2019,🥇 GOLD,Albemarle CiderWorks,1817,Heritage Cider - Dry,
2019,🥈 SILVER,Albemarle CiderWorks,Cidermaker's Choice,Traditional Cider - Dry,
2019,🥈 SILVER,Albemarle CiderWorks,Virginia Hewes Crab,Heritage Cider - Dry,
2019,🥉 BRONZE,Albemarle CiderWorks,Harrison,Heritage Cider - Dry,
2017,🥈 SILVER,Albemarle CiderWorks,Red Hill,Traditional Cider - Dry,
2017,🥉 BRONZE,Albemarle CiderWorks,Harrison,Heritage Cider - Dry,
2016,🥇 GOLD,Albemarle CiderWorks,Brut D'Albemarle,Heritage Cider,
2016,🥈 SILVER,Albemarle CiderWorks,Arkansas Black,Heritage Cider,
2016,🥉 BRONZE,Albemarle CiderWorks,Goldrush,Modern Cider,
2016,🥉 BRONZE,Albemarle CiderWorks,Jupiter's Legacy,Heritage Cider,
2014,🥈 SILVER,Albemarle CiderWorks,Pomme Mary,New World Cider,
2014,🥉 BRONZE,Albemarle CiderWorks,Goldrush,New World Cider,
2014,🥉 BRONZE,Albemarle CiderWorks,Jupiter's Legacy,New World Cider,
2013,🥈 SILVER,Albemarle CiderWorks,Jupiter's Legacy,New World Cider,
2013,🥉 BRONZE,Albemarle CiderWorks,Ragged Mountain,New World Cider,
2013,🥉 BRONZE,Albemarle CiderWorks,Royal Pippin,New World Cider,
2012,🥈 SILVER,Albemarle CiderWorks,Ragged Mountain,New World Cider,
2012,🥈 SILVER,Albemarle CiderWorks,Royal Pippin,New World Cider,
2012,🥈 SILVER,Albemarle CiderWorks,Virginia Hewes Crab,New World Cider,
2012,🥉 BRONZE,Albemarle CiderWorks,Jupiter's Legacy,New World Cider,
2012,🥉 BRONZE,Albemarle CiderWorks,Old Virginia Winesap,New World Cider,
2013,🥉 BRONZE,Allegheny Cellars Winery,Mountain Apple,Applewine,
2023,🥈 SILVER,Alma Cider,Alma Perry,Traditional Perry,
2023,🥈 SILVER,Alma Cider,Alma Rosé,Rosé Cider,
2023,🥈 SILVER,Alma Cider,Alma Wood Aged,Wood Aged Cider,
2021,🏆 BEST IN CLASS,Alma Cider,Alma Wood Aged,Wood Aged Cider,1st Place
2021,🥈 SILVER,Alma Cider,Alma Dry,Modern Cider - Dry,
2021,🥈 SILVER,Alma Cider,Alma Rosé,Rosé Cider,
2021,🥈 SILVER,Alma Cider,Alma Semi-Sweet,Modern Cider - Sweet,
2021,🥉 BRONZE,Alma Cider,Alma Hopped,Hopped Cider,
2017,🥈 SILVER,Alpenfire Cider,Ember,Traditional Cider - Dry,
2014,🥇 GOLD,Alpenfire Cider,Organic Pirate's Plank Bone Dry,English Cider,
2014,🥈 SILVER,Alpenfire Cider,Dungeness Semisweet,English Cider,
2014,🥉 BRONZE,Alpenfire Cider,Organic Ember Bittersweet,French Cider,
2014,🥉 BRONZE,Alpenfire Cider,Spark! Semisweet,New World Cider,
2013,🥈 SILVER,Alpenfire Cider,Glow Rosé Hard Cider,Specialty Cider and Perry,
2013,🥉 BRONZE,Alpenfire Cider,Organic Pirate's Plank,Wood Aged Cider and Perry,
2012,🥈 SILVER,Alpenfire Cider,Spark! Semi-Sweet,Specialty Cider and Perry,
2012,🥉 BRONZE,Alpenfire Cider,Pirate's Plank - Bone Dry,Wood Aged Cider and Perry,
2011,🥉 BRONZE,Alpenfire Cider,Pirate's Plank-Bone Dry,Specialty Cider and Perry,
2019,🥈 SILVER,Alter Ego Cider,Authentique,Heritage Cider - Dry,
2019,🥈 SILVER,Alter Ego Cider,Camillia Noir,Specialty Cider and Perry,
2019,🥈 SILVER,Alter Ego Cider,Dark Royale Cider,Fruit Cider,
2019,🥉 BRONZE,Alter Ego Cider,Color Blind Rosé,Specialty Cider and Perry,
2023,🏆 BEST IN CLASS,Ambix Spirits,Founder Release 1 Apple Brandy,Spirits,2nd Place
2023,🥈 SILVER,Ambix Spirits,Pommeau,Fortified Cider,
2023,🥉 BRONZE,Ambix Spirits,Cider Royal,Fortified Cider,
2022,🥈 SILVER,Ambrosia Orchard,Orchard Eve,Modern Cider - Dry,
2022,🥉 BRONZE,Ambrosia Orchard,GoldRush,Modern Cider - Dry,
2022,🥉 BRONZE,Ambrosia Orchard,Lupulus Rossa,Specialty Cider and Perry,
2019,🥈 SILVER,Ambrosia Orchard,Beauregarde,Specialty Cider and Perry,
2019,🥈 SILVER,Ambrosia Orchard,GoldRush,Modern Cider - Dry,
2019,🥉 BRONZE,Ambrosia Orchard,Blush,Spiced Cider,
2017,🥉 BRONZE,Andrew Peller Limited,No Boats On Sunday,Hopped Cider,
2021,🥉 BRONZE,Angeles Crest Cider,Cherry Camino,Fruit Cider,
2021,🥉 BRONZE,Angeles Crest Cider,Chocolat,Specialty Cider and Perry,
2021,🥉 BRONZE,Angeles Crest Cider,RedRum,Wood Aged Specialty Cider,
2019,🥈 SILVER,Angeles Crest Cider,French Lieutenant's Whore,Wood Aged Specialty Cider,
2018,🥇 GOLD,Angeles Crest Cider,Blue Agave Cider,Wood Aged Specialty Cider,
2023,🏆 BEST IN CLASS,Angry Orchard,Bittersweet Runner,Wood Aged Cider,1st Place
2023,🥈 SILVER,Angry Orchard,Beginnings Without End,Traditional Cider - Dry,
2023,🥈 SILVER,Angry Orchard,Drop Top,Traditional Cider - Dry,
2023,🥈 SILVER,Angry Orchard,Porters Perfection,Traditional Cider - Dry,
2023,🥈 SILVER,Angry Orchard,Rose For Sal,Fruit Cider,
2023,🥉 BRONZE,Angry Orchard,American Holiday,Traditional Cider - Dry,
2023,🥉 BRONZE,Angry Orchard,Blueberry Rose,Unlimited Cider and Perry,
2023,🥉 BRONZE,Angry Orchard,Cider Nouveau,Modern Cider - Dry,
2023,🥉 BRONZE,Angry Orchard,CideWineder,Fruit Cider,
2023,🥉 BRONZE,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2023,🥉 BRONZE,Angry Orchard,Edu,Natural Cider,
2023,🥉 BRONZE,Angry Orchard,First Crush,Rosé Cider,
2023,🥉 BRONZE,Angry Orchard,First Eve,Modern Cider - Sweet,
2023,🥉 BRONZE,Angry Orchard,Fruits From Flowers,Fruit Cider,
2023,🥉 BRONZE,Angry Orchard,Gimme the Juice,Modern Cider - Sweet,
2023,🥉 BRONZE,Angry Orchard,Ice Cider,Ice Cider,
2023,🥉 BRONZE,Angry Orchard,Margil,Heritage Cider - Sweet,
2023,🥉 BRONZE,Angry Orchard,Tisane,Botanical Cider,
2023,🥉 BRONZE,Angry Orchard,Tremletts Bitter SVC,Heritage Cider - Dry,
2023,🥉 BRONZE,Angry Orchard,Wooden Sleeper Barrel Select,Wood Aged Cider,
2022,🏆 BEST IN CLASS,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,2nd Place
2022,🥇 GOLD,Angry Orchard,Bittersteve,Traditional Cider - Dry,
2022,🥈 SILVER,Angry Orchard,Edu,Natural Cider,
2022,🥈 SILVER,Angry Orchard,Extraterroirestrial,Traditional Cider - Dry,
2022,🥈 SILVER,Angry Orchard,Snapdragon,Modern Cider - Sweet,
2022,🥈 SILVER,Angry Orchard,Super Natural,Heritage Cider - Dry,
2022,🥈 SILVER,Angry Orchard,Understood in Motion 4,Modern Cider - Dry,
2022,🥈 SILVER,Angry Orchard,Wooden Sleeper,Wood Aged Cider,
2022,🥈 SILVER,Angry Orchard,Wooden Sleeper Barrel Select,Wood Aged Cider,
2022,🥉 BRONZE,Angry Orchard,Fruits from Flowers,Fruit Cider,
2022,🥉 BRONZE,Angry Orchard,Ice Cider,Ice Cider,
2022,🥉 BRONZE,Angry Orchard,Pommeau of Walden,Fortified Cider,
2021,🥇 GOLD,Angry Orchard,Baldwin SVC,Modern Cider - Dry,
2021,🥇 GOLD,Angry Orchard,Baldwin Traditional Method,Modern Cider - Dry,
2021,🥇 GOLD,Angry Orchard,FLX Cherry,Fruit Cider,
2021,🥈 SILVER,Angry Orchard,5 Years,Traditional Cider - Dry,
2021,🥈 SILVER,Angry Orchard,Albany Post,Heritage Cider - Sweet,
2021,🥈 SILVER,Angry Orchard,Bittersteve (2019),Traditional Cider - Dry,
2021,🥈 SILVER,Angry Orchard,Cider Nouveau (2020),Heritage Cider - Dry,
2021,🥈 SILVER,Angry Orchard,Edu,Natural Cider,
2021,🥈 SILVER,Angry Orchard,Franc-Enstein,Specialty Cider and Perry,
2021,🥈 SILVER,Angry Orchard,Ice Cider,Ice Cider,
2021,🥈 SILVER,Angry Orchard,Newtown Pippin Traditional Method,Modern Cider - Dry,
2021,🥈 SILVER,Angry Orchard,Pommeau of Walden,Fortified Cider,
2021,🥈 SILVER,Angry Orchard,Porters Perfection SVC,Heritage Cider - Dry,
2021,🥈 SILVER,Angry Orchard,Rose For Sal,Fruit Cider,
2021,🥈 SILVER,Angry Orchard,Super Natural,Heritage Cider - Dry,
2021,🥈 SILVER,Angry Orchard,Trios Pomme,Modern Cider - Dry,
2021,🥉 BRONZE,Angry Orchard,Back Up Yacht,Unlimited Cider and Perry,
2021,🥉 BRONZE,Angry Orchard,Funk of The Gunks,Heritage Cider - Dry,
2021,🥉 BRONZE,Angry Orchard,Newtown Pippin SVC,Modern Cider - Dry,
2021,🥉 BRONZE,Angry Orchard,Still,Wood Aged Cider,
2019,🥈 SILVER,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2019,🥈 SILVER,Angry Orchard,extra terroirestial,Traditional Cider - Dry,
2019,🥈 SILVER,Angry Orchard,Super Natural,Heritage Cider - Dry,
2019,🥉 BRONZE,Angry Orchard,Baldwin (2017),Heritage Cider - Dry,
2019,🥉 BRONZE,Angry Orchard,BitterSteve (2017),Traditional Cider - Dry,
2019,🥉 BRONZE,Angry Orchard,Edu (2017),Natural Cider,
2019,🥉 BRONZE,Angry Orchard,Franc-enstein,Fruit Cider,
2019,🥉 BRONZE,Angry Orchard,Ice Cider,Ice Cider,
2019,🥉 BRONZE,Angry Orchard,Maple Wooden Sleeper,Wood Aged Specialty Cider,
2019,🥉 BRONZE,Angry Orchard,Newtown Pippin (2017),Heritage Cider - Dry,
2019,🥉 BRONZE,Angry Orchard,Rosé,Spiced Cider,
2019,🥉 BRONZE,Angry Orchard,Stone Dry,Unlimited Cider and Perry,
2019,🥉 BRONZE,Angry Orchard,Wooden Sleeper,Wood Aged Cider,
2018,🥇 GOLD,Angry Orchard,Understood In Motion 03,Traditional Cider - Dry,
2018,🥈 SILVER,Angry Orchard,Iceman,Specialty Cider and Perry,
2018,🥈 SILVER,Angry Orchard,Maple Wooden Sleeper,Wood Aged Specialty Cider,
2018,🥈 SILVER,Angry Orchard,Newtown Pippin 2015,Heritage Cider - Dry,
2018,🥈 SILVER,Angry Orchard,Newtown Pippin 2016,Heritage Cider - Dry,
2018,🥈 SILVER,Angry Orchard,Pear,Fruit Cider,
2018,🥈 SILVER,Angry Orchard,Perry,Traditional Perry,
2018,🥈 SILVER,Angry Orchard,Stone Dry,Unlimited Cider and Perry,
2018,🥈 SILVER,Angry Orchard,The Muse,Wood Aged Cider,
2018,🥈 SILVER,Angry Orchard,Understood In Motion 02,Traditional Cider - Dry,
2018,🥈 SILVER,Angry Orchard,Walden Hollow,Heritage Cider - Dry,
2018,🥉 BRONZE,Angry Orchard,AO Farm Cider,Modern Cider - Dry,
2018,🥉 BRONZE,Angry Orchard,Baldwin 2016,Heritage Cider - Dry,
2018,🥉 BRONZE,Angry Orchard,Baldwin 2017,Heritage Cider - Dry,
2018,🥉 BRONZE,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2018,🥉 BRONZE,Angry Orchard,Dear Brittany 2016,Traditional Cider - Dry,
2018,🥉 BRONZE,Angry Orchard,Edu,Natural Cider,
2018,🥉 BRONZE,Angry Orchard,Foranna,Traditional Cider - Dry,
2018,🥉 BRONZE,Angry Orchard,Rose,Spiced Cider,
2018,🥉 BRONZE,Angry Orchard,Wooden Sleeper,Wood Aged Cider,
2017,🏆 BEST IN CLASS,Angry Orchard,Oval Nouveau,Traditional Cider - Dry,2nd Place
2017,🏆 BEST IN CLASS,Angry Orchard,Wooden Sleeper,Wood Aged Cider,2nd Place
2017,🏆 BEST IN CLASS,Angry Orchard,First Flora,Traditional Cider - Dry,3rd Place
2017,🥇 GOLD,Angry Orchard,Orchard Cuvee #2,Heritage Cider - Dry,
2017,🥇 GOLD,Angry Orchard,Understood in Motion 01,Specialty Cider and Perry,
2017,🥈 SILVER,Angry Orchard,Maple Wooden Sleeper,Wood Aged Cider,
2017,🥈 SILVER,Angry Orchard,Strawman,Wood Aged Cider,
2017,🥈 SILVER,Angry Orchard,The Extension,Heritage Cider - Dry,
2017,🥈 SILVER,Angry Orchard,The Old Fashioned,Fruit Cider,
2017,🥈 SILVER,Angry Orchard,Walden Hollow,Heritage Cider - Dry,
2017,🥉 BRONZE,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2017,🥉 BRONZE,Angry Orchard,Easy Apple,Unlimited Cider and Perry,
2017,🥉 BRONZE,Angry Orchard,Knotty Pear,Specialty Cider and Perry,
2017,🥉 BRONZE,Angry Orchard,Rose for Sal,Fruit Cider,
2017,🥉 BRONZE,Angry Orchard,Tapped Maple,Specialty Cider and Perry,
2016,🥈 SILVER,Angry Orchard,"Dear Brittany, ",Wood Aged Cider and Perry,
2016,🥈 SILVER,Angry Orchard,Maple Bourbon Barrel Aged Wooden Sleeper,Wood Aged Cider and Perry,
2016,🥈 SILVER,Angry Orchard,The Muse,Wood Aged Cider and Perry,
2016,🥈 SILVER,Angry Orchard,The Valley Flor - BitterSteve,English Cider,
2016,🥈 SILVER,Angry Orchard,The Valley Flor - Oval Nouveau,English Cider,
2016,🥈 SILVER,Angry Orchard,Wooden Sleeper,Wood Aged Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,Cinnful ,Spiced Cider,
2016,🥉 BRONZE,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,Elderflower ,Specialty Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,Green Apple,Unlimited Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,Hop'n Mad,Hopped/Herbal Cider,
2016,🥉 BRONZE,Angry Orchard,Knotty Pear,Specialty Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,Strawman,Wood Aged Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,Summer Honey ,Specialty Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,The Old Fashioned ,Specialty Cider and Perry,
2016,🥉 BRONZE,Angry Orchard,The Valley Flor - Dans un Sauternes ,Wood Aged Cider and Perry,
2015,🥈 SILVER,Angry Orchard,Cinnful Apple,Spiced Cider,
2015,🥈 SILVER,Angry Orchard,The Muse,Wood Aged Cider and Perry,
2015,🥉 BRONZE,Angry Orchard,Apple Ginger,Spiced Cider,
2015,🥉 BRONZE,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2015,🥉 BRONZE,Angry Orchard,Green Apple,Unlimited Cider and Perry,
2015,🥉 BRONZE,Angry Orchard,Iceman,Ice Cider,
2015,🥉 BRONZE,Angry Orchard,Strawman,Wood Aged Cider and Perry,
2015,🥉 BRONZE,Angry Orchard,Traditional Dry,Unlimited Cider and Perry,
2014,🥇 GOLD,Angry Orchard,Apple Ginger,Specialty Cider and Perry,
2014,🥉 BRONZE,Angry Orchard,Cinnful Apple,Specialty Cider and Perry,
2014,🥉 BRONZE,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2014,🥉 BRONZE,Angry Orchard,Green Apple,Unlimited Cider and Perry,
2014,🥉 BRONZE,Angry Orchard,Iceman,Ice Cider,
2014,🥉 BRONZE,Angry Orchard,Strawman,Wood Aged Cider and Perry,
2013,🥈 SILVER,Angry Orchard,Apple Ginger,Specialty Cider and Perry,
2013,🥈 SILVER,Angry Orchard,Crisp Apple,Unlimited Cider and Perry,
2013,🥈 SILVER,Angry Orchard,Strawman,English Cider,
2013,🥉 BRONZE,Angry Orchard,Elderflower,Specialty Cider and Perry,
2013,🥉 BRONZE,Angry Orchard,Iceman,Ice Cider,
2013,🥉 BRONZE,Angry Orchard,Traditional Dry,Unlimited Cider and Perry,
2023,🥇 GOLD,Annapolis Cider Company,Honeycomb Cyser,Specialty Cider and Perry,
2023,🥇 GOLD,Annapolis Cider Company,Northern Spy,Modern Cider - Dry,
2023,🥈 SILVER,Annapolis Cider Company,Earl Blue,Specialty Cider and Perry,
2023,🥈 SILVER,Annapolis Cider Company,Geneva Crab Rose,Rosé Cider,
2023,🥈 SILVER,Annapolis Cider Company,Heirloom,Heritage Cider - Dry,
2023,🥈 SILVER,Annapolis Cider Company,Red Delicious,Modern Cider - Dry,
2023,🥉 BRONZE,Annapolis Cider Company,Hazy Session Cider,Hopped Cider,
2017,🏆 BEST IN CLASS,Annapolis Cider Company,Muscat Infusion,Fruit Cider,2nd Place
2017,🏆 BEST IN CLASS,Annapolis Cider Company,Hopped Pear,Specialty Cider and Perry,3rd Place
2017,🥈 SILVER,Annapolis Cider Company,Old-Fashioned Gravenstein,Heritage Cider - Sweet,
2017,🥈 SILVER,Annapolis Cider Company,Sour Cherry Cider,Fruit Cider,
2017,🥉 BRONZE,Annapolis Cider Company,Heirloom Cider,Heritage Cider - Dry,
2017,🥉 BRONZE,Annapolis Cider Company,Toasted Oak & Maple,Wood Aged Cider,
2022,🏆 BEST IN CLASS,ANXO Cider,Sidra Natural,Natural Cider,3rd Place
2022,🥈 SILVER,ANXO Cider,Aronia Cider,Fruit Cider,
2022,🥈 SILVER,ANXO Cider,Cidre Blanc,Modern Cider - Dry,
2022,🥈 SILVER,ANXO Cider,Time & Place: Pennsylvania,Heritage Cider - Dry,
2022,🥉 BRONZE,ANXO Cider,Happy Trees,Specialty Cider and Perry,
2022,🥉 BRONZE,ANXO Cider,Kulture,Heritage Cider - Dry,
2022,🥉 BRONZE,ANXO Cider,Time & Place: Vermont,Heritage Cider - Dry,
2021,🥈 SILVER,ANXO Cider,Cidre Blanc,Modern Cider - Dry,
2021,🥈 SILVER,ANXO Cider,Oliver's Lubrication,Traditional Cider - Dry,
2021,🥈 SILVER,ANXO Cider,Sidra Verde,Natural Cider,
2021,🥉 BRONZE,ANXO Cider,District Kosher,Modern Cider - Dry,
2021,🥉 BRONZE,ANXO Cider,Grand Cru,Heritage Cider - Dry,
2021,🥉 BRONZE,ANXO Cider,Nevertheless,Modern Cider - Dry,
2021,🥉 BRONZE,ANXO Cider,Ornamental,Modern Cider - Dry,
2019,🥇 GOLD,ANXO Cider,District Dry,Modern Cider - Dry,
2019,🥈 SILVER,ANXO Cider,Grand Cru,Traditional Cider - Dry,
2019,🥈 SILVER,ANXO Cider,Intercontinental,Traditional Cider - Dry,
2019,🥈 SILVER,ANXO Cider,Transcontinental,Heritage Cider - Dry,
2019,🥉 BRONZE,ANXO Cider,Nevertheless We Persisted,Modern Cider - Dry,
2019,🥉 BRONZE,ANXO Cider,Rosé,Rosé Cider,
