Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,City,State_Province,Country,Status,Results,URL,Google,Latitude,Longitude
Long Island Meadery,0,1,0,1,2,2005,2006,2,Holbrook,New York,United States,Inactive,https://ciderguide.com/long-island-meadery/,,,40.7838542,-73.0832757
Mershon's Artisan Cider,0,1,0,1,2,2023,2023,1,Stoughton,Wisconsin,United States,Active,https://ciderguide.com/mershons-artisan-cider/,http://www.mershonscider.com/,https://maps.google.com/?cid=14483166591297687257,42.929738,-89.213077
Old Boys’ Brewhouse,0,1,0,1,2,2011,2012,2,Spring Lake,Michigan,United States,Inactive,https://ciderguide.com/old-boys-brewhouse/,,,43.0770187,-86.2127533
Subterranean Cider,0,1,0,1,2,2022,2022,1,Ypsilanti,Michigan,United States,Inactive,https://ciderguide.com/subterranean-cider/,,,42.2411499,-83.6129939
Cidre La Chouette,0,0,2,0,2,2019,2019,1,Saint-Pair-sur-Mer,Manche,France,Active,https://ciderguide.com/cidre-la-chouette/,https://www.lachouettecider.com/,,48.8148309,-1.5703068
Clos de la Fontaine Hugo,0,0,2,0,2,2014,2016,2,Rozoy-sur-Serre,Aisne,France,Active,https://ciderguide.com/clos-de-la-fontaine-hugo/,,https://maps.google.com/?cid=7407350639595674137,49.7158565,4.1436951
Docendo Discitur,0,0,2,0,2,2022,2023,2,Villeneuve,Aosta Valley,Italy,Active,https://ciderguide.com/docendo-discitur/,https://www.facebook.com/profile.php?id=100063485772808,https://maps.google.com/?cid=5395562939899411393,45.7121378,7.2154238
Domaine des Côtes d'Ardoise,0,0,2,0,2,2018,2018,1,Dunham,Quebec,Canada,Active,https://ciderguide.com/domaine-des-cotes-dardoise/,https://cotesdardoise.com/,https://maps.google.com/?cid=9935263475438945742,45.1139705,-72.8457278
Foggy Ridge Cider,0,0,2,0,2,2007,2007,1,Dugspur,Virginia,United States,Inactive,https://ciderguide.com/foggy-ridge-cider/,,,36.7672784,-80.5290282
Institut Agricole Régional,0,0,2,0,2,2022,2023,2,Aosta,Valle d'Aosta,Italy,Active,https://ciderguide.com/institut-agricole-regional/,https://www.iaraosta.it/,https://maps.google.com/?cid=4369008947984220898,45.7369231,7.3000211
Knightberg,0,0,2,0,2,2019,2019,1,Saint Petersburg,,Russia,Active,https://ciderguide.com/knightberg/,https://www.knightberg.ru/,https://www.google.com/maps?cid=10498501320606316951,59.9562289,30.3430525
Maison Hérout,0,0,2,0,2,2023,2023,1,Auvers,Manche,France,Active,https://ciderguide.com/maison-herout/,https://www.maisonherout.com/,https://maps.google.com/?cid=1426598113576371976,49.2940012,-1.303545
Mount Diablo Cider Company,0,0,2,0,2,2023,2023,1,Lafayette,California,United States,Active,https://ciderguide.com/mount-diablo-cider-company/,https://www.mountdiablocider.com/,,37.9025575,-122.0944769
OR\WA Cider Collective,0,0,2,0,2,2018,2018,1,Milwaukie,Oregon,United States,Inactive,https://ciderguide.com/orwa-cider-collective/,,,45.440262,-122.630103
Paynter's Cider,0,0,2,0,2,2019,2019,1,Havelock North,Hawke's Bay,New Zealand,Active,https://ciderguide.com/paynters-cider/,https://www.paynterscider.co.nz/,https://maps.google.com/?cid=3589298634850623661,-39.665185,176.8531411
S. Martinelli & Co.,0,0,2,0,2,2019,2021,2,Watsonville,California,United States,Active,https://ciderguide.com/s-martinelli-co/,https://www.martinellis.com/,https://maps.google.com/?cid=8541194903885889884,36.902162,-121.7648
Sidra El Gobernador,0,0,2,0,2,2013,2013,1,Villaviciosa,,Spain,Active,https://ciderguide.com/sidra-el-gobernador/,https://martinezsopenahermanos.com/,https://maps.google.com/?cid=16311632506815681967,43.520499,-5.4404062
Willie Smith's,0,0,2,0,2,2018,2018,1,Grove,Tasmania,Australia,Active,https://ciderguide.com/willie-smiths/,https://www.williesmiths.com.au/,https://www.google.com/maps?cid=16057012530083496420,-42.987793,147.085402
Wyndfall Cyder,0,0,2,0,2,2015,2016,2,Jordan,Minnesota,United States,Inactive,https://ciderguide.com/wyndfall-cyder/,,,44.640543,-93.68819
Bantam Cider,0,0,1,1,2,2013,2013,1,Somerville,Massachusetts,United States,Inactive,https://ciderguide.com/bantam-cider/,,,42.377773,-71.091902
Bird Dog Cider,0,0,1,1,2,2023,2023,1,Greenland,New Hampshire,United States,Active,https://ciderguide.com/bird-dog-cider/,https://birddogcider.com/,https://maps.google.com/?cid=14229181631948632959,43.0437859,-70.8550379
Blacksmiths Winery,0,0,1,1,2,2012,2012,1,Casco,Maine,United States,Inactive,https://ciderguide.com/blacksmiths-winery/,,,43.914429,-70.518351
Bowen Cider House,0,0,1,1,2,2023,2023,1,Bowen Island,British Columbia,Canada,Active,https://ciderguide.com/bowen-cider-house/,https://www.bowenciderhouse.ca/,https://maps.google.com/?cid=12163814483884536667,49.3639259,-123.3817062
Brick River Cider,0,0,1,1,2,2021,2021,1,St. Louis,Missouri,United States,Active,https://ciderguide.com/brick-river-cider/,https://brickrivercider.com/,https://maps.google.com/?cid=7012396128064719649,38.6339407,-90.2079809
Cider by Rosie,0,0,1,1,2,2011,2011,1,Winterbourne Houghton,Dorset,United Kingdom,Active,https://ciderguide.com/cider-by-rosie/,https://www.facebook.com/ciderbyrosie/,,50.8386141,-2.2593542
Cidres Nicol,0,0,1,1,2,2017,2017,1,Surzur,Morbihan,France,Active,https://ciderguide.com/cidres-nicol/,https://www.cidres-nicol.bzh/,https://www.google.com/maps?cid=3722769551030161998,47.5587853,-2.6110586
Cigar City Cider & Mead,0,0,1,1,2,2016,2016,1,Tampa,Florida,United States,Active,https://ciderguide.com/cigar-city-cider-mead/,http://www.cigarcitycider.com/,https://maps.google.com/?cid=105555702494086229,27.960748,-82.443199
Cold Hollow Cider Mill,0,0,1,1,2,2016,2017,2,Waterbury Center,Vermont,United States,Active,https://ciderguide.com/cold-hollow-cider-mill/,http://www.coldhollow.com/,https://maps.google.com/?cid=15170275416244382059,44.381363,-72.719895
Courthouse Creek Cider,0,0,1,1,2,2019,2019,1,Maidens,Virginia,United States,Active,https://ciderguide.com/courthouse-creek-cider/,http://courthousecreek.com/,https://maps.google.com/?cid=14539258264651566085,37.673983,-77.877307
Crimson Cider Company,0,0,1,1,2,2023,2023,1,Picton,Ontario,Canada,Active,https://ciderguide.com/crimson-cider-company/,https://www.crimsoncidercompany.com/,https://maps.google.com/?cid=3534633618958218537,43.9918792,-77.1891137
Dominion Cider Co.,0,0,1,1,2,2019,2019,1,Summerland,British Columbia,Canada,Active,https://ciderguide.com/dominion-cider-co/,http://dominioncider.com/,https://maps.google.com/?cid=8943197363356619776,49.589829,-119.692589
Ferro Farms,0,0,1,1,2,2016,2017,2,Lake Geneva,Wisconsin,United States,Inactive,https://ciderguide.com/ferro-farms/,,,42.591684,-88.43343
FieldBird Cider,0,0,1,1,2,2018,2018,1,Bloomfield,Ontario,Canada,Active,https://ciderguide.com/fieldbird-cider/,https://fieldbird.ca/,https://maps.google.com/?cid=6110288111923447317,44.0069575,-77.2822809
Flatbed Cider Co.,0,0,1,1,2,2016,2016,1,Milton-Freewater,Oregon,United States,Inactive,https://ciderguide.com/flatbed-cider-co/,,,47.72945,-122.149322
Fort Point Beer Company,0,0,1,1,2,2023,2023,1,San Francisco,California,United States,Active,https://ciderguide.com/fort-point-beer-company/,https://fortpointbeer.com/,https://maps.google.com/?cid=2077516693078079630,37.7896109,-122.4648487
Heirloom Hill Cider Company,0,0,1,1,2,2023,2023,1,Sterling,New York,United States,In Planning,https://ciderguide.com/heirloom-hill-cider-company/,,,43.3242698,-76.7188388
Henney's Cider,0,0,1,1,2,2009,2009,1,Bishops Frome,Herefordshire,United Kingdom,Active,https://ciderguide.com/henneys-cider/,http://www.henneys.co.uk/,,52.1324052,-2.4945371
Lost Valley Cider Co.,0,0,1,1,2,2019,2019,1,Milwaukee,Wisconsin,United States,Active,https://ciderguide.com/lost-valley-cider-co/,http://www.lostvalley.com/,https://maps.google.com/?cid=16904382002455233962,43.0276082,-87.9159237
Lucia Maria Melchiori,0,0,1,1,2,2023,2023,1,Predaia,Trentino ,Italy,Active,https://ciderguide.com/lucia-maria-melchiori/,https://sidroitaliano.it/,https://maps.google.com/?cid=15784129180909501372,46.3193865,11.0960328
Metal House Cider,0,0,1,1,2,2018,2018,1,Ulster Park,New York,United States,Active,https://ciderguide.com/metal-house-cider/,http://metalhousecider.com/,,41.848908,-73.973564
Mill Bridge Winery,0,0,1,1,2,2017,2017,1,Pigeon Forge,Tennessee,United States,Active,https://ciderguide.com/mill-bridge-winery/,http://www.millbridgewinery.com/,https://maps.google.com/?cid=2315023363076254103,35.788615,-83.554632
New Holland Brewing,0,0,1,1,2,2007,2007,1,Holland,Michigan,United States,Active,https://ciderguide.com/new-holland-brewing/,https://www.newhollandbrew.com/,https://maps.google.com/?cid=16974909858889468491,42.790068,-86.1042
New Leaf Cider Co.,0,0,1,1,2,2018,2021,2,Port Crane,New York,United States,Active,https://ciderguide.com/new-leaf-cider-co/,https://www.newleafcider.com/,https://www.google.com/maps?cid=18191376316753283743,42.1497193,-75.8199007
Rice Lake Hard Cider,0,0,1,1,2,2021,2021,1,Baltimore,Ontario,Canada,Active,https://ciderguide.com/rice-lake-hard-cider/,https://www.ricelakehardcider.ca/,https://maps.google.com/?cid=5324762577871638377,44.017223,-78.1461123
Speciation Artisan Ales,0,0,1,1,2,2022,2023,2,Grand Rapids,Michigan,United States,Active,https://ciderguide.com/speciation-artisan-ales/,https://speciationartisanales.com/,https://maps.google.com/?cid=16258724761386403117,42.9552166,-85.6456408
Sutliff Cider Company,0,0,1,1,2,2022,2022,1,Lisbon,Iowa,United States,Inactive,https://ciderguide.com/sutliff-cider-company/,,,41.887218,-91.385952
Tilted Shed Ciderworks,0,0,1,1,2,2013,2013,1,Windsor,California,United States,Active,https://ciderguide.com/tilted-shed-ciderworks/,http://www.tiltedshed.com/,https://maps.google.com/?cid=15958152535454169919,38.536915,-122.805436
Tom's Foolery Distillery,0,0,1,1,2,2011,2011,1,Burton,Ohio,United States,Active,https://ciderguide.com/toms-foolery-distillery/,https://www.tomsfoolery.com/,https://maps.google.com/?cid=7365488511239337011,41.3910297,-81.1757311
Troy Cider,0,0,1,1,2,2015,2018,2,Fulton,California,United States,Inactive,https://ciderguide.com/troy-cider/,,,38.495772,-122.7667
Turncoat Cidery,0,0,1,1,2,2023,2023,1,Jamestown,Rhode Island,United States,Active,https://ciderguide.com/turncoat-cidery/,https://www.turncoatcidery.com/,,41.487469,-71.3907177
Txopinondo,0,0,1,1,2,2014,2016,2,Ascain,Pyrénées-Atlantiques,France,Active,https://ciderguide.com/txopinondo/,https://txopinondo.fr/,https://maps.google.com/?cid=14446292626809718341,43.364722,-1.6375
Westside CiderWerks,0,0,1,1,2,2016,2016,1,Grand Rapids,Michigan,United States,Inactive,https://ciderguide.com/westside-ciderwerks/,,,42.97887,-85.71474
Windfall Cider,0,0,1,1,2,2019,2021,2,Vancouver,British Columbia,Canada,Active,https://ciderguide.com/windfall-cider/,https://windfallcider.ca/,https://maps.google.com/?cid=11000972800697075085,49.3093392,-123.0750308
Woodbox Cider Co.,0,0,1,1,2,2016,2017,2,Portland,Oregon,United States,Inactive,https://ciderguide.com/woodbox-cider-co/,,,45.546299,-122.576482
^5 Cider,0,0,0,2,2,2016,2016,1,Portland,Oregon,United States,Inactive,https://ciderguide.com/5-cider/,,,45.528907,-122.610394
3 Keys Brewing,0,0,0,2,2,2019,2019,1,Bradenton,Florida,United States,Active,https://ciderguide.com/3-keys-brewing/,https://www.3keysbrewing.com/,https://maps.google.com/?cid=9227766610482221383,27.496807,-82.532577
Bier Distillery,0,0,0,2,2,2017,2019,2,Comstock Park,Michigan,United States,Active,https://ciderguide.com/bier-distillery/,http://bierdistillery.com/,https://maps.google.com/?cid=17532214762902294812,43.0593786,-85.6411356
Bonnieheath Estate Winery,0,0,0,2,2,2017,2017,1,Waterford,Ontario,Canada,Active,https://ciderguide.com/bonnieheath-estate-winery/,http://bonnieheathestate.ca/,https://maps.google.com/?cid=10037639566151793222,42.890266,-80.261896
Cidrerie Compton,0,0,0,2,2,2023,2023,1,Compton,Quebec,Canada,Active,https://ciderguide.com/cidrerie-compton/,https://cidreriecompton.com/,https://maps.google.com/?cid=12110507997233958951,45.258375,-71.8262323
Ethic Ciders,0,0,0,2,2,2019,2019,1,Petaluma,California,United States,Active,https://ciderguide.com/ethic-ciders/,https://ethicciders.com/,https://maps.google.com/?cid=8690271967777704135,38.4257764,-122.8569459
Farmstead Cider,0,0,0,2,2,2021,2021,1,Jackson,Wyoming,United States,Active,https://ciderguide.com/farmstead-cider/,https://farmsteadwyo.com/,https://maps.google.com/?cid=17159845861173496600,43.4201872,-110.7769249
Forward Ferments,0,0,0,2,2,2019,2019,1,Myra,Wisconsin,United States,Inactive,https://ciderguide.com/forward-ferments/,,,43.417508,-88.092845
Gnarly Grove Hard Cider,0,0,0,2,2,2016,2016,1,Columbus,Indiana,United States,Inactive,https://ciderguide.com/gnarly-grove-hard-cider/,,,39.267861,-85.832134
Himachal,0,0,0,2,2,2016,2017,2,Burnley,Lancashire,United Kingdom,Inactive,https://ciderguide.com/himachal/,,,53.80675,-2.21805
Leaky Barrel Cider Company,0,0,0,2,2,2017,2017,1,Windsor,California,United States,Inactive,https://ciderguide.com/leaky-barrel-cider-company/,,,38.5289432,-122.8030103
Little Pomona,0,0,0,2,2,2018,2018,1,Bromyard,Herefordshire,United Kingdom,Active,https://ciderguide.com/little-pomona/,https://littlepomona.com/,https://maps.google.com/?cid=1246096540068808621,52.1692482,-2.4944892
Northwood Cider Co.,0,0,0,2,2,2023,2023,1,Norwood,Ohio,United States,Active,https://ciderguide.com/northwood-cider-co/,https://www.northwoodcider.com/,https://maps.google.com/?cid=16951636823953034934,39.1584343,-84.458172
Orpens Cider,0,0,0,2,2,2014,2015,2,Kildare,Kildare,Ireland,Inactive,https://ciderguide.com/orpens-cider/,,,53.1589342,-6.9095683
Red Top Winery,0,0,0,2,2,2021,2021,1,Baroda,Michigan,United States,Active,https://ciderguide.com/red-top-winery/,https://www.redtopwinery.com/,https://maps.google.com/?cid=15385897061106434052,41.9260552,-86.4463222
Sunrise Orchards,0,0,0,2,2,2013,2013,1,Cornwall,Vermont,United States,Inactive,https://ciderguide.com/sunrise-orchards/,,,43.9619117,-73.2398856
Tenmile Cider Co.,0,0,0,2,2,2022,2022,1,Breckenridge,Colorado,United States,Active,https://ciderguide.com/tenmile-cider-co/,https://www.facebook.com/tenmileciderco/,https://maps.google.com/?cid=3695059567295141532,39.4824831,-106.0463073
The Northman Beer & Cider Garden,0,0,0,2,2,2022,2022,1,Chicago,Illinois,United States,Active,https://ciderguide.com/the-northman-beer-cider-garden/,https://www.thenorthman.com/,https://maps.google.com/?cid=8255505004227772024,41.8882465,-87.6215707
The Old Mine Cider Company,0,0,0,2,2,2018,2018,1,Erie,Colorado,United States,Active,https://ciderguide.com/the-old-mine-cider-company/,http://theoldmine.com/,https://maps.google.com/?cid=10595580658092782014,40.049115,-105.047549
Tumalo Cider,0,0,0,2,2,2021,2021,1,Bend,Oregon,United States,Active,https://ciderguide.com/tumalo-cider/,http://www.tumalocider.com/,https://maps.google.com/?cid=522863006020173702,44.1473701,-121.3304068
Zapiain,0,0,0,2,2,2014,2019,2,Astigarraga,Gipuzkoa,Spain,Active,https://ciderguide.com/zapiain/,https://zapiain.eus/,https://maps.google.com/?cid=16982677267877188990,43.2821854,-1.9422089
Talisman Farm Cidery,1,0,0,0,1,2016,2016,1,Hygiene,Colorado,United States,Inactive,https://ciderguide.com/talisman-farm-cidery/,,,40.1893942,-105.1781092
Bear Cider,0,1,0,0,1,2019,2019,1,Naarden,North Holland,Netherlands,Active,https://ciderguide.com/bear-cider/,http://www.bearcider.com/,https://maps.google.com/?cid=2306162274342811911,52.2961063,5.1662739
Calvados Pierre Huet,0,1,0,0,1,2023,2023,1,Cambremer,Calvados,France,Active,https://ciderguide.com/calvados-pierre-huet/,https://www.calvados-huet.com/,https://maps.google.com/?cid=11210783185501022788,49.1476519,0.0462976
Kikusui Brewing Co.,0,1,0,0,1,2022,2022,1,Iida,Nagano,Japan,Active,https://ciderguide.com/kikusui-brewing-co/,https://kikusuisake.co.jp/,https://maps.google.com/?cid=273138642744687145,35.5132343,137.8072107
Kuhnhenn Brewing Co.,0,1,0,0,1,2023,2023,1,Warren,Michigan,United States,Active,https://ciderguide.com/kuhnhenn-brewing-co/,http://www.kbrewery.com/,https://maps.google.com/?cid=15962690616595599148,42.527768,-83.046765
Malner,0,1,0,0,1,2023,2023,1,Kozina,,Slovenia,Active,https://ciderguide.com/malner/,https://www.malnercider.com/,https://maps.google.com/?cid=15238117087452971281,45.5749654,13.9366407
3Cs Cider,0,0,1,0,1,2014,2014,1,Brackley,Northamptonshire,United Kingdom,Inactive,https://ciderguide.com/3cs-cider/,,,52.070567,-1.179328
Apple Hill Cidery,0,0,1,0,1,2016,2016,1,Lexington,Kentucky,United States,Inactive,https://ciderguide.com/apple-hill-cidery/,,,38.14,-84.47
bigLITTLE Wines,0,0,1,0,1,2016,2016,1,Suttons Bay,Michigan,United States,Inactive,https://ciderguide.com/biglittle-wines/,,,44.915844,-85.654114
Black Devil Cider,0,0,1,0,1,2018,2018,1,Cambridge,Tasmania,Australia,Inactive,https://ciderguide.com/black-devil-cider/,,,-42.8310446,147.463841
Cellar Brewing Company,0,0,1,0,1,2011,2011,1,Sparta,Michigan,United States,Inactive,https://ciderguide.com/cellar-brewing-company/,,,43.160209,-85.697494
Chase Hill Cider,0,0,1,0,1,2022,2022,1,Albany,New Hampshire,United States,Active,https://ciderguide.com/chase-hill-cider/,https://www.chasehillcider.com/,,43.980732,-71.152804
Copper Crow Distillery,0,0,1,0,1,2022,2022,1,Bayfield,Wisconsin,United States,Active,https://ciderguide.com/copper-crow-distillery/,https://www.coppercrowdistillery.com/,https://maps.google.com/?cid=9042424009847033963,46.857048,-90.7939071
Creekside Estate Winery,0,0,1,0,1,2018,2018,1,Jordan,Ontario,Canada,Active,https://ciderguide.com/creekside-estate-winery/,https://www.creeksidewine.com/,https://maps.google.com/?cid=6701885899561213756,43.1524387,-79.3331283
Dickens Cider,0,0,1,0,1,2014,2014,1,Hillwood,Tasmania,Australia,Inactive,https://ciderguide.com/dickens-cider/,,,-41.252324,146.995144
Domaine de Normandie,0,0,1,0,1,2016,2016,1,Caderousse,Vaucluse,France,Inactive,https://ciderguide.com/domaine-de-normandie/,,,44.102636,4.7591221
Domaine Pinnacle,0,0,1,0,1,2013,2013,1,Frelighsburg,Quebec,Canada,Active,https://ciderguide.com/domaine-pinnacle/,https://domainepinnacle.ca/,,45.027528,-72.784982
Epona,0,0,1,0,1,2021,2021,1,Woodland,Washington,United States,Inactive,https://ciderguide.com/epona/,,,45.9446269,-122.6949361
Fourth Coast Ciderworks,0,0,1,0,1,2019,2019,1,Lake Orion,Michigan,United States,Active,https://ciderguide.com/fourth-coast-ciderworks/,https://fourthcoastciderworks.com/,https://maps.google.com/?cid=16743566446213207343,42.7457157,-83.2832693
Garage D'or Ciders,0,0,1,0,1,2017,2017,1,Pelham,Ontario,Canada,Active,https://ciderguide.com/garage-dor-ciders/,https://www.facebook.com/garagedorciders/,https://maps.google.com/?ftid=0x89d3495b85ab330f:0xa66b7f6644047a01,43.045335,-79.285449
Geo Cider,0,0,1,0,1,2023,2023,1,Squamish,British Columbia,Canada,Active,https://ciderguide.com/geo-cider/,https://www.instagram.com/geocider/,https://maps.google.com/?cid=10270629130837708300,49.7240532,-123.1542449
Good Bones Ciderhouse,0,0,1,0,1,2023,2023,1,Beulah,Michigan,United States,In Planning,https://ciderguide.com/good-bones-ciderhouse/,,,44.6279156,-85.9957727
Great Lakes Farms,0,0,1,0,1,2023,2023,1,Port Stanley,Ontario,Canada,Active,https://ciderguide.com/great-lakes-farms/,https://www.greatlakesfarms.ca/,https://maps.google.com/?cid=4288748841792254287,42.6911428,-81.2335877
J. Trees Cellars,0,0,1,0,1,2011,2011,1,Tecumseh,Michigan,United States,Inactive,https://ciderguide.com/j-trees-cellars/,,,42.004554,-83.934273
Kennebec Cider Company,0,0,1,0,1,2011,2011,1,Winthrop,Maine,United States,Inactive,https://ciderguide.com/kennebec-cider-company/,,,44.3251,-69.898994
Koval Distillery,0,0,1,0,1,2011,2011,1,Chicago,Illinois,United States,Active,https://ciderguide.com/koval-distillery/,https://www.koval-distillery.com/,https://maps.google.com/?cid=9716967101922409345,41.9589073,-87.6733714
Melo Moon Cider,0,0,1,0,1,2022,2022,1,Greenwich,New York,United States,Active,https://ciderguide.com/melo-moon-cider/,https://www.melomooncider.com/,,43.0172595,-73.5126149
Moss Vineyards,0,0,1,0,1,2022,2022,1,Dyke,Virginia,United States,Active,https://ciderguide.com/moss-vineyards/,https://www.mossvineyards.net/,https://maps.google.com/?cid=14559514205860476618,38.2404817,-78.5514481
Reinhart's Cider,0,0,1,0,1,2018,2018,1,Stayner,Ontario,Canada,Active,https://ciderguide.com/reinharts-cider/,https://reinhartscider.ca/,https://maps.google.com/?cid=15478828734791514275,44.4209888,-80.0971399
Rider Ranch,0,0,1,0,1,2018,2018,1,Los Gatos,California,United States,Inactive,https://ciderguide.com/rider-ranch/,,,37.122006,-121.977594
Riley's Cidery,0,0,1,0,1,2023,2023,1,Bowen Island,British Columbia,Canada,Active,https://ciderguide.com/rileys-cidery/,https://www.rileyscider.com/,https://maps.google.com/?cid=9203737158800520029,49.3624343,-123.4012374
Rock N Wool Winery,0,0,1,0,1,2021,2021,1,Poynette,Wisconsin,United States,Active,https://ciderguide.com/rock-n-wool-winery/,http://www.rocknwoolwinery.com/,https://maps.google.com/?cid=4773134413393793062,43.4264281,-89.3907181
Rogue Ales & Spirits,0,0,1,0,1,2016,2016,1,Newport,Oregon,United States,Active,https://ciderguide.com/rogue-ales-spirits/,http://www.rogue.com/,https://maps.google.com/?cid=15972873389957435766,44.620258,-124.052403
Seven Seeds Seidr,0,0,1,0,1,2019,2019,1,Forest Grove,Oregon,United States,Active,https://ciderguide.com/seven-seeds-seidr/,https://7seidr.com/,https://www.google.com/maps?cid=13790673373096625716,45.5230163,-123.1063599
Shield Cider,0,0,1,0,1,2018,2018,1,Houston,Texas,United States,Inactive,https://ciderguide.com/shield-cider/,,,29.7811534,-95.626656
Sidra Cortina,0,0,1,0,1,2013,2013,1,Amandi,Villaviciosa,Spain,Active,https://ciderguide.com/sidra-cortina/,https://www.sidracortina.com/,https://www.google.com/maps?cid=14248814769091122504,43.4709695,-5.4418764
Sidrería Irigoien Herrero,0,0,1,0,1,2015,2015,1,Astigarraga,Gipuzkoa,Spain,Active,https://ciderguide.com/sidreria-irigoien-herrero/,https://www.sidreriairigoien.com/,https://maps.google.com/?cid=7008206708852121852,43.2851708,-1.9329983
Silo Distillery,0,0,1,0,1,2019,2019,1,Windsor,Vermont,United States,Inactive,https://ciderguide.com/silo-distillery/,,,43.5143504,-72.402142
SoCal CiderWorks,0,0,1,0,1,2017,2017,1,Los Angeles,California,United States,Inactive,https://ciderguide.com/socal-ciderworks/,,,34.1385139,-118.2103626
Squiggly Tree Cider,0,0,1,0,1,2021,2021,1,Grand Rapids,Michigan,United States,Inactive,https://ciderguide.com/squiggly-tree-cider/,,,43.0187425,-85.6003355
Still River Winery,0,0,1,0,1,2011,2011,1,Harvard,Massachusetts,United States,Inactive,https://ciderguide.com/still-river-winery/,,,42.4817422,-71.583847
Stoked Cider,0,0,1,0,1,2018,2018,1,Westlake Village,California,United States,Inactive,https://ciderguide.com/stoked-cider/,,,34.1557416,-118.8083848
Stoney Ridge Winery,0,0,1,0,1,2018,2018,1,Bryan,Ohio,United States,Active,https://ciderguide.com/stoney-ridge-winery/,http://www.stoneyridgewinery.com/,https://maps.google.com/?cid=11251317941626772107,41.516257,-84.516839
Thornborough Cider,0,0,1,0,1,2017,2017,1,Thornborough,Yorkshire,United Kingdom,Active,https://ciderguide.com/thornborough-cider/,http://thornboroughcider.co.uk/,https://maps.google.com/?cid=5238332447600515576,54.213483,-1.55187
Tin Hat Cider,0,0,1,0,1,2018,2018,1,Warren,Vermont,United States,Active,https://ciderguide.com/tin-hat-cider/,http://www.tinhatcider.com/,,44.087237,-72.715339
Upstream Cider,0,0,1,0,1,2019,2019,1,Stevens Point,Wisconsin,United States,Inactive,https://ciderguide.com/upstream-cider/,,,44.4976,-89.5595
Vin 312,0,0,1,0,1,2021,2021,1,Chicago,Illinois,United States,Active,https://ciderguide.com/vin-312/,https://www.vin312.com/,https://maps.google.com/?cid=17747357387511626049,41.9676466,-87.6748505
Vins Arista,0,0,1,0,1,2023,2023,1,Rougemont,Quebec,Canada,Active,https://ciderguide.com/vins-arista/,http://www.vinsarista.com/,https://maps.google.com/?cid=6192246319146313918,45.43974,-73.057558
Winterset Cidery,0,0,1,0,1,2023,2023,1,Winterset,Iowa,United States,Active,https://ciderguide.com/winterset-cidery/,http://www.wintersetcidery.com/,https://maps.google.com/?cid=869133598205810635,41.411913,-94.012008
Adesanya Mead & Microbrewery,0,0,0,1,1,2021,2021,1,Grandville,Michigan,United States,Active,https://ciderguide.com/adesanya-mead-microbrewery/,https://adesanyamead.com/,https://maps.google.com/?cid=11170001888065765482,42.9128227,-85.739652
Akiu Winery,0,0,0,1,1,2022,2022,1,Sendai,Miyagi,Japan,Active,https://ciderguide.com/akiu-winery/,https://akiuwinery.co.jp/,https://maps.google.com/?cid=3770017906433711240,38.2265556,140.7279175
Allegheny Cellars Winery,0,0,0,1,1,2013,2013,1,Sheffield,Pennsylvania,United States,Active,https://ciderguide.com/allegheny-cellars-winery/,https://alleghenycellars.com/,https://maps.google.com/?cid=1822976743540902702,40.1450666,-79.8385414
Apfelweinkontor,0,0,0,1,1,2014,2014,1,Frankfurt,Hesse,Germany,Active,https://ciderguide.com/apfelweinkontor/,https://www.apfelweinkontor.com/,https://maps.google.com/?cid=599143855742456461,50.0830297,8.5706785
Arktos Meadery,0,0,0,1,1,2016,2016,1,Grand Rapids,Michigan,United States,Active,https://ciderguide.com/arktos-meadery/,http://arktosmeadery.com/,https://maps.google.com/?cid=7005936374443669774,42.9705088,-85.6806922
Bardic Brewing & Cider,0,0,0,1,1,2021,2021,1,Spokane Valley,Washington,United States,Active,https://ciderguide.com/bardic-brewing-cider/,https://bardicbrewing.com/,https://maps.google.com/?cid=16287026841313638802,47.6558422,-117.1983661
Bayfield Winery & Blue Ox Cider,0,0,0,1,1,2021,2021,1,Bayfield,Wisconsin,United States,Active,https://ciderguide.com/bayfield-winery-blue-ox-cider/,https://www.bayfieldwinery.com/,https://maps.google.com/?cid=14105068756577217367,46.8371393,-90.8362981
Blindwood Cider,0,0,0,1,1,2019,2019,1,Berkeley,California,United States,Active,https://ciderguide.com/blindwood-cider/,https://www.blindwood.com/,https://maps.google.com/?cid=13001034442133728858,37.7058267,-122.188838
Boston Beer Company,0,0,0,1,1,2007,2007,1,Boston,Massachusetts,United States,Active,https://ciderguide.com/boston-beer-company/,https://www.bostonbeer.com/,https://www.google.com/maps?cid=6956690930973160310,42.3146507,-71.1032193
Brinkhall Sparkling,0,0,0,1,1,2017,2017,1,Halikko,Southwest Finland,Finland,Active,https://ciderguide.com/brinkhall-sparkling/,https://bsp.fi/,https://www.google.com/maps?cid=10856204128601037922,60.4236854,23.0462561
Casa de Oro Cider,0,0,0,1,1,2023,2023,1,Sun Valley,California,United States,Active,https://ciderguide.com/casa-de-oro-cider/,https://www.casadeorocider.com/,,34.226288,-118.4016825
Cotswold Cider Company,0,0,0,1,1,2017,2017,1,Swindon,Wiltshire,United Kingdom,Active,https://ciderguide.com/cotswold-cider-company/,http://www.cotswoldciderco.com/,,51.650203,-1.5959266
