Year_Old,Year,Medalist,Medalist_URL,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Victoria Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/victoria-cider-co/"">Victoria Cider Co.</a>",0,0,3,1,4,https://ciderguide.com/glintcap/medalists/victoria-cider-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Black Apple,"<a href=""https://ciderguide.com/glintcap/medalists/black-apple/"">Black Apple</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/black-apple/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Cidrerie Le Somnambule,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-le-somnambule/"">Cidrerie Le Somnambule</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/cidrerie-le-somnambule/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Deep Roots Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/"">Deep Roots Hard Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Pux Cider,"<a href=""https://ciderguide.com/glintcap/medalists/pux-cider/"">Pux Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/pux-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Blackgrass Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/blackgrass-ciderworks/"">Blackgrass Ciderworks</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/blackgrass-ciderworks/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Flat Rock Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/flat-rock-cider-company/"">Flat Rock Cider Company</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/flat-rock-cider-company/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Hazlitt 1852 Vineyards,"<a href=""https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/"">Hazlitt 1852 Vineyards</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Locust Cider,"<a href=""https://ciderguide.com/glintcap/medalists/locust-cider/"">Locust Cider</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/locust-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Finnriver Farm and Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",1,1,1,0,3,https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Red Island Cider,"<a href=""https://ciderguide.com/glintcap/medalists/red-island-cider/"">Red Island Cider</a>",1,1,1,0,3,https://ciderguide.com/glintcap/medalists/red-island-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",AVAL Cider,"<a href=""https://ciderguide.com/glintcap/medalists/aval-cider/"">AVAL Cider</a>",1,0,2,0,3,https://ciderguide.com/glintcap/medalists/aval-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ambix Spirits,"<a href=""https://ciderguide.com/glintcap/medalists/ambix-spirits/"">Ambix Spirits</a>",1,0,1,1,3,https://ciderguide.com/glintcap/medalists/ambix-spirits/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Suttons Bay Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/"">Suttons Bay Ciders</a>",1,0,0,2,3,https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Rebel Apple,"<a href=""https://ciderguide.com/glintcap/medalists/rebel-apple/"">Rebel Apple</a>",0,3,0,0,3,https://ciderguide.com/glintcap/medalists/rebel-apple/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Presque Isle Farm Cider,"<a href=""https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/"">Presque Isle Farm Cider</a>",0,1,2,0,3,https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Seek-No-Further Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/seek-no-further-cidery/"">Seek-No-Further Cidery</a>",0,1,2,0,3,https://ciderguide.com/glintcap/medalists/seek-no-further-cidery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Woodlore Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/woodlore-cider-co/"">Woodlore Cider Co.</a>",0,1,2,0,3,https://ciderguide.com/glintcap/medalists/woodlore-cider-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Banditry Cider,"<a href=""https://ciderguide.com/glintcap/medalists/banditry-cider/"">Banditry Cider</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/banditry-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",King Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/king-orchards/"">King Orchards</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/king-orchards/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Manoff Market Gardens & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/manoff-market-gardens-cidery/"">Manoff Market Gardens & Cidery</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/manoff-market-gardens-cidery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Townline Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/townline-ciderworks/"">Townline Ciderworks</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/townline-ciderworks/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",12 Corners Vineyards,"<a href=""https://ciderguide.com/glintcap/medalists/12-corners-vineyards/"">12 Corners Vineyards</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/12-corners-vineyards/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Alma Cider,"<a href=""https://ciderguide.com/glintcap/medalists/alma-cider/"">Alma Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/alma-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Artifact Cider Project,"<a href=""https://ciderguide.com/glintcap/medalists/artifact-cider-project/"">Artifact Cider Project</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/artifact-cider-project/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Clarksburg Cider,"<a href=""https://ciderguide.com/glintcap/medalists/clarksburg-cider/"">Clarksburg Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/clarksburg-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Etta Place Cider,"<a href=""https://ciderguide.com/glintcap/medalists/etta-place-cider/"">Etta Place Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/etta-place-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Island Folk Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/island-folk-cider-house/"">Island Folk Cider House</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/island-folk-cider-house/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Meriwether Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Noble Cider,"<a href=""https://ciderguide.com/glintcap/medalists/noble-cider/"">Noble Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/noble-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Northyards Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/northyards-cider-co/"">Northyards Cider Co.</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/northyards-cider-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Berkshire Cider Project,"<a href=""https://ciderguide.com/glintcap/medalists/berkshire-cider-project/"">Berkshire Cider Project</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/berkshire-cider-project/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Blossom Barn Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/blossom-barn-cidery/"">Blossom Barn Cidery</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/blossom-barn-cidery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",City Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/city-orchard/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Duluth Cider,"<a href=""https://ciderguide.com/glintcap/medalists/duluth-cider/"">Duluth Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/duluth-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Harpers Ferry Brewing,"<a href=""https://ciderguide.com/glintcap/medalists/harpers-ferry-brewing/"">Harpers Ferry Brewing</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/harpers-ferry-brewing/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Kristof Farms,"<a href=""https://ciderguide.com/glintcap/medalists/kristof-farms/"">Kristof Farms</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/kristof-farms/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Resurgence Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/"">Resurgence Brewing Co.</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Shiny Apple Cider,"<a href=""https://ciderguide.com/glintcap/medalists/shiny-apple-cider/"">Shiny Apple Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/shiny-apple-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Sidewood Estate,"<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/sidewood-estate/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Tapped Apple Cider & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/tapped-apple-cider-winery/"">Tapped Apple Cider & Winery</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/tapped-apple-cider-winery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Forgotten Fire Winery,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-fire-winery/"">Forgotten Fire Winery</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/forgotten-fire-winery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Grey & Gold Cider,"<a href=""https://ciderguide.com/glintcap/medalists/grey-gold-cider/"">Grey & Gold Cider</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/grey-gold-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ore Creek Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ore-creek-craft-cider/"">Ore Creek Craft Cider</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/ore-creek-craft-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Ragged Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ragged-hill-cider/"">Ragged Hill Cider</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/ragged-hill-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",West End Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/west-end-cider-house/"">West End Cider House</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/west-end-cider-house/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",1,0,0,1,2,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Floribunda,"<a href=""https://ciderguide.com/glintcap/medalists/floribunda/"">Floribunda</a>",1,0,0,1,2,https://ciderguide.com/glintcap/medalists/floribunda/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Idol Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/idol-cider-house/"">Idol Cider House</a>",1,0,0,1,2,https://ciderguide.com/glintcap/medalists/idol-cider-house/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Wildbranch Cider,"<a href=""https://ciderguide.com/glintcap/medalists/wildbranch-cider/"">Wildbranch Cider</a>",1,0,0,1,2,https://ciderguide.com/glintcap/medalists/wildbranch-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Atlanta Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/"">Atlanta Hard Cider Co.</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Heeman's,"<a href=""https://ciderguide.com/glintcap/medalists/heemans/"">Heeman's</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/heemans/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Rushford Meadery & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/rushford-meadery-winery/"">Rushford Meadery & Winery</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/rushford-meadery-winery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Shuswap Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/shuswap-cider-co/"">Shuswap Cider Co.</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/shuswap-cider-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Williamson Mead and Brewing,"<a href=""https://ciderguide.com/glintcap/medalists/williamson-mead-and-brewing/"">Williamson Mead and Brewing</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/williamson-mead-and-brewing/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Mershon's Artisan Cider,"<a href=""https://ciderguide.com/glintcap/medalists/mershons-artisan-cider/"">Mershon's Artisan Cider</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/mershons-artisan-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bløm Meadworks,"<a href=""https://ciderguide.com/glintcap/medalists/blom-meadworks/"">Bløm Meadworks</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/blom-meadworks/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Little Apple Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/little-apple-cidery/"">Little Apple Cidery</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/little-apple-cidery/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Maison Hérout,"<a href=""https://ciderguide.com/glintcap/medalists/maison-herout/"">Maison Hérout</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/maison-herout/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Mount Diablo Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/mount-diablo-cider-company/"">Mount Diablo Cider Company</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/mount-diablo-cider-company/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Snowdrift Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Space Time Mead & Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/space-time-mead-cider-works/"">Space Time Mead & Cider Works</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/space-time-mead-cider-works/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Stoic Cider,"<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/stoic-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",String Theory Cider,"<a href=""https://ciderguide.com/glintcap/medalists/string-theory-cider/"">String Theory Cider</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/string-theory-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bird Dog Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bird-dog-cider/"">Bird Dog Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/bird-dog-cider/
2023,"<a href=""https://ciderguide.com/glintcap/years/2023-results/"">2023</a>",Bowen Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/bowen-cider-house/"">Bowen Cider House</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/bowen-cider-house/
