Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude,Shortcode
Sidra El Gaitero,1,2,10,9,22,2018,2023,4,https://ciderguide.com/sidra-el-gaitero/,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,Gijón,Spain,Active,43.4923237,-5.4230532,sidra-el-gaitero
Number 12 Cider,0,3,14,5,22,2016,2023,5,https://ciderguide.com/number-12-cider/,http://www.number12ciderhouse.com/,https://www.facebook.com/number12cider,https://www.instagram.com/number12cider/,https://maps.google.com/?cid=2535435254747381286,Minnesota,United States,Active,44.9852933,-93.2796211,number-12-cider
Townline Ciderworks,0,2,14,6,22,2017,2023,5,https://ciderguide.com/townline-ciderworks/,https://www.townlineciderworks.com/,https://www.facebook.com/TownlineCiderworks,https://www.instagram.com/townlineciderworks/,https://www.google.com/maps?cid=10669443199270117297,Michigan,United States,Active,44.863802,-85.422672,townline-ciderworks
Thornapple Brewing Company,0,2,8,12,22,2017,2023,6,https://ciderguide.com/thornapple-brewing-company/,http://www.thornapplebrewing.com/,https://www.facebook.com/ThornappleBrewingCompany,https://www.instagram.com/thornapplebrewing/,https://maps.google.com/?cid=9646788014435304722,Michigan,United States,Active,42.912347,-85.512693,thornapple-brewing-company
Glacial Till Vineyard & Winery,0,1,14,7,22,2022,2023,2,https://ciderguide.com/glacial-till-vineyard-winery/,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,Nebraska,United States,Active,41.038896,-96.368951,glacial-till-vineyard-winery
Bull Run Cider,0,1,9,12,22,2013,2022,7,https://ciderguide.com/bull-run-cider/,http://www.bullruncider.com/,https://www.facebook.com/Cider,https://www.instagram.com/bullruncider/,https://maps.google.com/?cid=13917891364878698013,Oregon,United States,Active,45.523121,-123.106516,bull-run-cider
Fenceline Cider,0,1,9,12,22,2019,2023,4,https://ciderguide.com/fenceline-cider/,https://www.fenceline.co/,https://www.facebook.com/fencelineciderCO/,https://www.instagram.com/fencelinecider/,https://maps.google.com/?cid=10459681325423767911,Colorado,United States,Active,37.344471,-108.28887,fenceline-cider
Suttons Bay Ciders,2,0,9,10,21,2017,2023,5,https://ciderguide.com/suttons-bay-ciders/,http://suttonsbayciders.com/,https://www.facebook.com/SuttonsBayCiders,https://www.instagram.com/suttonsbayciders/,https://maps.google.com/?cid=15136373870466556438,Michigan,United States,Active,44.905766,-85.643616,suttons-bay-ciders
Vala's Orchard Cider,1,4,7,9,21,2021,2023,3,https://ciderguide.com/valas-orchard-cider/,https://www.valasappleorchard.com/,https://www.facebook.com/ValasPumpkinPatch/,https://www.instagram.com/valaspumpkinpatch/,https://maps.google.com/?cid=15056510891597103165,Nebraska,United States,Active,41.1285802,-96.1989432,valas-orchard-cider
Noble Cider,1,3,9,8,21,2016,2023,6,https://ciderguide.com/noble-cider/,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,North Carolina,United States,Active,35.602136,-82.62465,noble-cider
Brickworks Ciderhouse,1,3,9,8,21,2016,2022,5,https://ciderguide.com/brickworks-ciderhouse/,http://theciderhouse.ca/,,,https://maps.google.com/?cid=4965054275523318727,Ontario,Canada,Active,43.718379,-79.312625,brickworks-ciderhouse
Blue Toad Hard Cider,1,2,6,12,21,2017,2023,6,https://ciderguide.com/blue-toad-hard-cider/,http://www.bluetoadhardcider.com/,https://www.facebook.com/BlueToadHardCider/,https://www.instagram.com/bluetoadhardcider_ny/,https://maps.google.com/?cid=2000687378707214384,New York,United States,Active,43.091407,-77.618983,blue-toad-hard-cider
Original Sin Cider,0,4,13,4,21,2009,2023,7,https://ciderguide.com/original-sin-cider/,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,New York,United States,Active,40.733215,-73.991496,original-sin-cider
Phillips Orchards & Cider Mill,0,1,14,6,21,2019,2023,4,https://ciderguide.com/phillips-orchards-cider-mill/,http://www.phillipsorchards.com/,https://www.facebook.com/PhillipsOrchards,https://www.instagram.com/phillipsorchards/,https://maps.google.com/?cid=7103527741412567137,Michigan,United States,Active,43.1177,-84.563483,phillips-orchards-cider-mill
Teal Cider,0,1,10,10,21,2017,2021,4,https://ciderguide.com/teal-cider/,,,,,Colorado,United States,Inactive,37.4715586,-108.6286897,teal-cider
Grey & Gold Cider,2,3,6,9,20,2017,2023,5,https://ciderguide.com/grey-gold-cider/,https://greyandgoldcider.com/,https://www.facebook.com/greygoldcider,https://www.instagram.com/greyandgoldcider/,https://maps.google.com/?cid=15577698127219327031,Ontario,Canada,Active,44.526397,-80.4657931,grey-gold-cider
Sidra Trabanco,2,2,8,8,20,2014,2019,6,https://ciderguide.com/sidra-trabanco/,http://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,Gijón,Spain,Active,43.4704387,-5.6447197,sidra-trabanco
Mcintosh Cellars,1,2,7,10,20,2006,2019,9,https://ciderguide.com/mcintosh-cellars/,,,,,Michigan,United States,Inactive,42.469453,-86.170857,mcintosh-cellars
Pommies Cider Co.,0,1,7,12,20,2013,2018,6,https://ciderguide.com/pommies-cider-co/,http://pommies.com/,https://www.facebook.com/pommiescider,https://www.instagram.com/pommiescider/,https://maps.google.com/?cid=9029954072036938258,Ontario,Canada,Active,43.863806,-79.720618,pommies-cider-co
Peat's Original Cider,2,2,9,6,19,2018,2023,4,https://ciderguide.com/peats-original-cider/,https://www.peatscider.com/,https://www.facebook.com/peatscidersocial,https://www.instagram.com/peatscidersocial/,https://maps.google.com/?cid=514098553520201660,Michigan,United States,Active,42.0052528,-86.5306091,peats-original-cider
Incline Cider Company,1,2,11,5,19,2017,2023,4,https://ciderguide.com/incline-cider-company/,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,Washington,United States,Active,47.307323,-122.228453,incline-cider-company
Windswept Orchard Cider,1,2,7,9,19,2017,2022,4,https://ciderguide.com/windswept-orchard-cider/,https://windsweptcider.com/,https://www.facebook.com/windsweptcider/,https://www.instagram.com/windsweptcider/,https://maps.google.com/?cid=3358706165159189619,Ontario,Canada,Active,44.5544537,-80.5405778,windswept-orchard-cider
James Creek Cider House,1,0,8,10,19,2016,2023,5,https://ciderguide.com/james-creek-cider-house/,https://jamescreekciderhouse.com/,https://www.facebook.com/jamescreekciderhouse,https://www.instagram.com/jamescreekciderhouse/,https://maps.google.com/?cid=8654485681895206331,North Carolina,United States,Active,35.336069,-79.245782,james-creek-cider-house
Blackgrass Ciderworks,0,0,7,12,19,2021,2023,3,https://ciderguide.com/blackgrass-ciderworks/,https://www.blackgrasscider.com/,https://www.facebook.com/blackgrasscider,https://www.instagram.com/BlackgrassCider/,https://maps.google.com/?cid=706094858439654713,Michigan,United States,Active,42.543611,-83.195536,blackgrass-ciderworks
Meckley's Cidery,0,0,4,15,19,2013,2016,4,https://ciderguide.com/meckleys-cidery/,http://flavorfruitfarm.com/,https://www.facebook.com/flavorfruitfarm/,https://www.instagram.com/meckleysflavorfruitfarm/,https://maps.google.com/?cid=3784686605669895808,Michigan,United States,Active,42.058904,-84.405962,meckleys-cidery
Twisted Hills Craft Cider,3,2,8,5,18,2016,2019,4,https://ciderguide.com/twisted-hills-craft-cider/,http://www.twistedhills.ca/,,,https://goo.gl/maps/ATyZi7rAGmF2,British Columbia,Canada,Active,49.180058,-119.748837,twisted-hills-craft-cider
Dragon's Head Cider,3,0,7,8,18,2017,2021,4,https://ciderguide.com/dragons-head-cider/,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,Washington,United States,Active,47.441428,-122.473876,dragons-head-cider
EsoTerra Ciderworks,2,1,9,6,18,2021,2022,2,https://ciderguide.com/esoterra-ciderworks/,https://www.esoterracider.com/,https://www.facebook.com/EsoTerraCider/,https://www.instagram.com/esoterra_cider/,https://maps.google.com/?cid=13207529786496797112,Colorado,United States,Active,37.4761004,-108.4837559,esoterra-ciderworks
Montana CiderWorks,1,5,7,5,18,2012,2023,8,https://ciderguide.com/montana-ciderworks/,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,Montana,United States,Active,45.965401,-114.11709,montana-ciderworks
Spirit Tree Estate Cidery,0,2,7,9,18,2011,2017,6,https://ciderguide.com/spirit-tree-estate-cidery/,https://spirittreecider.com/,https://www.facebook.com/spirittreecider/,https://www.instagram.com/spirittreecider/,https://www.google.com/maps?cid=4800485022282341419,Ontario,Canada,Active,43.757858,-79.9424878,spirit-tree-estate-cidery
Green Bench Brewing Co.,0,1,12,5,18,2019,2023,4,https://ciderguide.com/green-bench-brewing-co/,https://www.greenbenchbrewing.com/,https://www.facebook.com/GreenBenchBrewing/,https://www.instagram.com/greenbenchmeadcider/,https://maps.google.com/?cid=4473987284585319628,Florida,United States,Active,27.771864,-82.650644,green-bench-brewing-co
Ficklewood Ciderworks,0,1,11,6,18,2021,2022,2,https://ciderguide.com/ficklewood-ciderworks/,https://www.ficklewood.com/,https://www.facebook.com/ficklewoodcider/,https://www.instagram.com/ficklewoodcider/,https://maps.google.com/?cid=8938745528458908708,California,United States,Active,33.7691676,-118.1833942,ficklewood-ciderworks
Forgotten Ciders,0,0,7,11,18,2015,2018,4,https://ciderguide.com/forgotten-ciders/,,,,,Michigan,United States,Inactive,43.466119,-84.411417,forgotten-ciders
Loch Mór Cider Co.,4,3,9,1,17,2021,2023,3,https://ciderguide.com/loch-mor-cider-co/,https://www.lochmorcider.com/,https://www.facebook.com/lochmorciderco,https://www.instagram.com/lochmorciderco/,https://maps.google.com/?cid=229164614362981916,Ontario,Canada,Active,43.9714686,-77.3895588,loch-mor-cider-co
Yip Cider,2,1,9,5,17,2018,2023,4,https://ciderguide.com/yip-cider/,https://www.yipcider.ca/,,,https://maps.google.com/?cid=1920043308854719127,New Brunswick,Canada,Active,45.448198,-66.121387,yip-cider
Journey North Cider Co.,0,1,10,6,17,2021,2022,2,https://ciderguide.com/journey-north-cider-co/,https://www.journeynorth.ca/,https://www.facebook.com/JourneyNorthCider/,https://www.instagram.com/journeynorthcider/,https://maps.google.com/?cid=14080665481547499862,Alberta,Canada,Active,54.2321434,-110.8326035,journey-north-cider-co
Hawk Knob,0,1,8,8,17,2016,2021,5,https://ciderguide.com/hawk-knob/,http://www.hawkknob.com/,https://www.facebook.com/hawkknob/,https://www.instagram.com/hawkknob/,https://maps.google.com/?cid=14199522505934474826,West Virginia,United States,Active,37.811476,-80.50273,hawk-knob
Spicer's Winery,0,1,5,11,17,2009,2016,7,https://ciderguide.com/spicers-winery/,http://www.spicerorchards.com/,https://www.facebook.com/SpicerOrchards,https://www.instagram.com/spicerorchards/,https://maps.google.com/?cid=3119499086024195213,Michigan,United States,Active,42.677486,-83.751844,spicers-winery
Sonoma Cider,0,0,7,10,17,2015,2017,3,https://ciderguide.com/sonoma-cider/,,,,,California,United States,Inactive,36.7270581,-119.7906887,sonoma-cider
Wooden Gate Cider,1,1,7,7,16,2022,2023,2,https://ciderguide.com/wooden-gate-cider/,http://woodengatecider.ca/,https://www.facebook.com/woodengatecider/,https://www.instagram.com/woodengatecider/,https://maps.google.com/?cid=11406859459217810151,Manitoba,Canada,Active,49.2022693,-98.8931669,wooden-gate-cider
Apple Valley Cider Company,1,1,4,10,16,2019,2023,4,https://ciderguide.com/apple-valley-cider-company/,http://www.applevalleycider.com/,https://www.facebook.com/applevalleycider/,https://www.instagram.com/applevalleyciderco/,https://maps.google.com/?cid=8798456079688966999,Colorado,United States,Active,38.425243,-105.026257,apple-valley-cider-company
Wyndridge Farm,0,2,10,4,16,2016,2021,4,https://ciderguide.com/wyndridge-farm/,http://wyndridge.com/,https://www.facebook.com/WyndridgeFarm,https://www.instagram.com/wyndridgefarm/,https://maps.google.com/?cid=5379105300822108832,Pennsylvania,United States,Active,39.884193,-76.648405,wyndridge-farm
Wilson's Orchard & Farm,0,1,11,4,16,2022,2022,1,https://ciderguide.com/wilsons-orchard-farm/,http://www.wilsonsorchard.com/,https://www.facebook.com/WilsonsOrchardandFarm,https://www.instagram.com/wilsonsorchardandfarm/,https://maps.google.com/?cid=15844830079220583855,Iowa,United States,Active,41.72032,-91.460991,wilsons-orchard-farm
Appleholic Cider Company,0,0,7,9,16,2018,2021,3,https://ciderguide.com/appleholic-cider-company/,,,,,Michigan,United States,Inactive,45.02296,-85.7602,appleholic-cider-company
C Squared Ciders,3,1,5,6,15,2016,2019,4,https://ciderguide.com/c-squared-ciders/,,,,,Colorado,United States,Inactive,39.762816,-104.984037,c-squared-ciders
Ragged Hill Cider,1,3,2,9,15,2018,2023,5,https://ciderguide.com/ragged-hill-cider/,https://www.raggedhillcider.com/,https://www.facebook.com/RaggedHillCider/,https://www.instagram.com/raggedhillcider/,https://maps.google.com/?cid=12743756096350248911,Massachusetts,United States,Active,42.269444,-72.168979,ragged-hill-cider
Presque Isle Farm Cider,1,2,9,3,15,2021,2023,3,https://ciderguide.com/presque-isle-farm-cider/,http://www.presqueislefarm.com/,https://www.facebook.com/presqueislefarm,https://www.instagram.com/pifcider/,https://www.google.com/maps?cid=15894467625268036242,Michigan,United States,Active,45.25734,-83.59946,presque-isle-farm-cider
Papa Moon Vineyards & Winery,1,2,5,7,15,2021,2023,3,https://ciderguide.com/papa-moon-vineyards-winery/,https://www.papamoonvineyards.com/,https://www.facebook.com/Papamoonwines,https://www.instagram.com/papamoonciders/,https://maps.google.com/?cid=16564507604611639866,Nebraska,United States,Active,41.8877158,-103.6176699,papa-moon-vineyards-winery
Mountain West Cider Company,1,0,8,6,15,2016,2023,3,https://ciderguide.com/mountain-west-cider-company/,http://mountainwestcider.com/,https://www.facebook.com/MountainWestHardCider/,https://www.instagram.com/mountainwestcider/,https://maps.google.com/?cid=16538924633378887108,Utah,United States,Active,40.778772,-111.903037,mountain-west-cider-company
Slabtown Cider Co.,0,2,7,6,15,2023,2023,1,https://ciderguide.com/slabtown-cider-co/,https://www.slabtowncider.com/,https://www.facebook.com/slabtowncider,https://www.instagram.com/slabtowncider/,https://maps.google.com/?cid=16401648239759014466,Ontario,Canada,Active,44.0606307,-79.1247329,slabtown-cider-co
Reverend Nat's Hard Cider,0,2,5,8,15,2013,2016,4,https://ciderguide.com/reverend-nats-hard-cider/,,,,,Oregon,United States,Inactive,45.5050424,-122.6278162,reverend-nats-hard-cider
Shiny Apple Cider,0,1,8,6,15,2016,2023,4,https://ciderguide.com/shiny-apple-cider/,http://www.shinyapplecider.com/,,https://www.instagram.com/shinyapplecider/,https://goo.gl/maps/K6iMob5ZhvF2,Ontario,Canada,Active,43.223863,-79.171489,shiny-apple-cider
Bishops Orchards Winery,0,1,2,12,15,2014,2016,3,https://ciderguide.com/bishops-orchards-winery/,http://bishopsorchards.com/,https://www.facebook.com/bishopsorchardsfarmmarket,https://www.instagram.com/bishopsorchards/,https://maps.google.com/?cid=8883870059034000823,Connecticut,United States,Active,41.289934,-72.694687,bishops-orchards-winery
Waves Cider Co.,0,0,9,6,15,2021,2023,3,https://ciderguide.com/waves-cider-co/,https://www.wavescider.com/,https://www.facebook.com/wavescidercompany/,https://www.instagram.com/wavescider/,https://maps.google.com/?cid=14648885420033365453,Missouri,United States,Active,38.9655649,-92.3297892,waves-cider-co
Sidra Mayador,4,1,4,5,14,2016,2022,6,https://ciderguide.com/sidra-mayador/,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,Villaviciosa,Spain,Active,43.514985,-5.330323,sidra-mayador
Scenic Road Cider Co.,2,1,10,1,14,2017,2021,4,https://ciderguide.com/scenic-road-cider-co/,https://scenicroadcider.com/,,,https://maps.google.com/?cid=1733637164282947547,British Columbia,Canada,Active,49.931257,-119.421347,scenic-road-cider-co
